loai,thanh_phan,trang_thai,meaning_en,meaning_vi,bien_the,ghi_chu
Word,guardedness,Đã có trong MorphLink,"guard(a person, such as a soldier, a police officer or a prison officer, who protects a place or people, or prevents prisoners from escaping) + -ness(state or quality of (noun))","guard(bảo vệ) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[guard]-ness
Word,guardhouse,Đã có trong MorphLink,a military facility that serves as the headquarters for military police and in which military prisoners can be detained,guard+house(bảo vệ + ngôi nhà),không có biến thể đáng kể,pos=noun; structure=[guard+house]
Word,guardian,Đã có trong MorphLink,a person who cares for persons or property,"guard(bảo vệ) + -ian(thuộc về, người đến từ (danh từ/tính từ))",không có biến thể đáng kể,pos=noun; structure=[guard]-ian
Word,guardianship,Đã có trong MorphLink,the responsibility of a guardian or keeper,"guard(bảo vệ) + -ian(thuộc về, người đến từ (danh từ/tính từ)) + -ship(trạng thái, điều kiện, kỹ năng (danh từ))",không có biến thể đáng kể,pos=noun; structure=[guard]-ian-ship
Word,guardrail,Đã có trong MorphLink,a railing placed alongside a stairway or road for safety,guard+rail(bảo vệ + đường ray),không có biến thể đáng kể,pos=noun; structure=[guard+rail]
Word,guardroom,Đã có trong MorphLink,a room used by soldiers on guard,guard+room(bảo vệ + căn phòng),không có biến thể đáng kể,pos=noun; structure=[guard+room]
Word,guardsman,Đã có trong MorphLink,a soldier who is a member of a unit called `the guard' or `guards',guard+man(bảo vệ + đàn ông),không có biến thể đáng kể,pos=noun; structure=[guard+man]
Word,guesswork,Đã có trong MorphLink,an estimate based on little or no information,guess+work(đoán + công việc),không có biến thể đáng kể,pos=noun; structure=[guess+work]
Word,guesthouse,Đã có trong MorphLink,a smaller house separate from the main house,guest+house(khách mời + ngôi nhà),không có biến thể đáng kể,pos=noun; structure=[guest+house]
Word,guestroom,Đã có trong MorphLink,a bedroom that is kept for the use of guests,guest+room(khách mời + căn phòng),không có biến thể đáng kể,pos=noun; structure=[guest+room]
Word,guidance,Đã có trong MorphLink,"help or advice that is given to somebody, especially by somebody older or with more experience","guide(hướng dẫn) + -ance(trạng thái, tính chất, hành động (danh từ))",không có biến thể đáng kể,pos=noun; structure=[guide]-ance
Word,guidebook,Đã có trong MorphLink,something that offers basic information or instruction,guide+book(hướng dẫn + sách),không có biến thể đáng kể,pos=noun; structure=[guide+book]
Word,guidelines,Đã có trong MorphLink,"guide+line(a person who shows other people the way to a place, especially somebody employed to show tourists around interesting places + a long, thin mark on a surface)",guide+line(hướng dẫn + đường kẻ),không có biến thể đáng kể,pos=noun; structure=[guide+line]
Word,guideposts,Đã có trong MorphLink,"guide+post(a person who shows other people the way to a place, especially somebody employed to show tourists around interesting places + the official system used for sending and delivering letters, packages, etc.)","guide+post(hướng dẫn + bưu điện, đăng bài)",không có biến thể đáng kể,pos=noun; structure=[guide+post]
Word,guiltier,Đã có trong MorphLink,guilt(the unhappy feelings caused by knowing or thinking that you have done something wrong) + -y(having quality of; noun/adjective) + -er(person who does; comparative),guilt(tội lỗi) + -y(có tính chất; danh từ/tính từ) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[guilt]-y-er
Word,guiltiest,Đã có trong MorphLink,guilt(the unhappy feelings caused by knowing or thinking that you have done something wrong) + -y(having quality of; noun/adjective) + -est(superlative),guilt(tội lỗi) + -y(có tính chất; danh từ/tính từ) + -est(so sánh nhất),không có biến thể đáng kể,pos=adjective; structure=[guilt]-y-est
Word,guiltily,Đã có trong MorphLink,in the manner of someone who has committed an offense,guilt(tội lỗi) + -y(có tính chất; danh từ/tính từ) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[guilt]-y-ly
Word,guiltiness,Đã có trong MorphLink,the state of having committed an offense,"guilt(tội lỗi) + -y(có tính chất; danh từ/tính từ) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[guilt]-y-ness
Word,guiltless,Đã có trong MorphLink,free from evil or guilt,guilt(tội lỗi) + -less(không có (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[guilt]-less
Word,guiltlessly,Đã có trong MorphLink,guilt(the unhappy feelings caused by knowing or thinking that you have done something wrong) + -less(without (adjective)) + -ly(adverb of manner / adjective (like)),guilt(tội lỗi) + -less(không có (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[guilt]-less-ly
Word,guiltlessness,Đã có trong MorphLink,a state of innocence,"guilt(tội lỗi) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[guilt]-less-ness
Word,guilty,Đã có trong MorphLink,feeling ashamed because you have done something that you know is wrong or have not done something that you should have done,guilt(tội lỗi) + -y(có tính chất; danh từ/tính từ),không có biến thể đáng kể,pos=adjective; structure=[guilt]-y
Word,guitarist,Đã có trong MorphLink,a musician who plays the guitar,guitar(đàn guitar) + -ist(người theo/thực hành (danh từ)),không có biến thể đáng kể,pos=noun; structure=[guitar]-ist
Word,gunboat,Đã có trong MorphLink,a small shallow-draft boat carrying mounted guns,gun+boat(súng + thuyền),không có biến thể đáng kể,pos=noun; structure=[gun+boat]
Word,gundog,Đã có trong MorphLink,"gun+dog(a weapon that is used for firing bullets or shells + an animal with four legs and a tail, often kept as a pet or trained for work, for example hunting or guarding buildings. There are many types of dog, some of which are wild.)",gun+dog(súng + con chó),không có biến thể đáng kể,pos=noun; structure=[gun+dog]
Word,gunfighter,Đã có trong MorphLink,gun+fight(a weapon that is used for firing bullets or shells + a struggle against somebody/something using physical force) + -er(person who does; comparative),gun+fight(súng + chiến đấu) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[gun+fight]-er
Word,gunfights,Đã có trong MorphLink,gun+fight(a weapon that is used for firing bullets or shells + a struggle against somebody/something using physical force),gun+fight(súng + chiến đấu),không có biến thể đáng kể,pos=noun; structure=[gun+fight]
Word,gunfire,Đã có trong MorphLink,the act of shooting a gun,"gun+fire(súng + lửa, sa thải)",không có biến thể đáng kể,pos=noun; structure=[gun+fire]
Word,gunman,Đã có trong MorphLink,a professional killer who uses a gun,gun+man(súng + đàn ông),không có biến thể đáng kể,pos=noun; structure=[gun+man]
Word,gunmetal,Đã có trong MorphLink,a type of bronze used for parts subject to wear or corrosion (especially corrosion by sea water),gun+metal(súng + kim loại),không có biến thể đáng kể,pos=noun; structure=[gun+metal]
Word,gunner,Đã có trong MorphLink,a serviceman in the artillery,gun(súng) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[gun]-er
Word,gunnery,Đã có trong MorphLink,guns collectively,"gun(súng) + -ory(thuộc về, nơi chốn (tính từ/danh từ))",không có biến thể đáng kể,pos=noun; structure=[gun]-ory
Word,gunplay,Đã có trong MorphLink,a fight involving shooting small arms with the intent to kill or frighten,gun+play(súng + chơi),không có biến thể đáng kể,pos=noun; structure=[gun+play]
Word,gunpoint,Đã có trong MorphLink,the gun muzzle's direction,"gun+point(súng + điểm, chỉ ra)",không có biến thể đáng kể,pos=noun; structure=[gun+point]
Word,gunpowder,Đã có trong MorphLink,"a mixture of potassium nitrate, charcoal, and sulfur in a 75:15:10 ratio which is used in gunnery, time fuses, and fireworks",gun+powder(súng + bột),không có biến thể đáng kể,pos=noun; structure=[gun+powder]
Word,gunroom,Đã có trong MorphLink,"An apartment on the after end of the lower gun deck of a shipof war, usually occupied as a messroom by the commissioned officers,except the captain; -- called wardroom in the United States navy.",gun+room(súng + căn phòng),không có biến thể đáng kể,pos=noun; structure=[gun+room]
Word,gunrunner,Đã có trong MorphLink,a smuggler of guns,gun+run(súng + chạy) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[gun+run]-er
Word,gunrunning,Đã có trong MorphLink,the smuggling of guns and ammunition into a country secretly and illegally,gun+run(súng + chạy),không có biến thể đáng kể,pos=noun; structure=[gun+run]
Word,gunshot,Đã có trong MorphLink,the act of shooting a gun,"gun+shot(súng + phát súng, cú đánh)",không có biến thể đáng kể,pos=noun; structure=[gun+shot]
Word,gutless,Đã có trong MorphLink,lacking courage or vitality,"gut(ruột, bản năng) + -less(không có (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[gut]-less
Word,gutlessness,Đã có trong MorphLink,the trait of lacking courage and determination,"gut(ruột, bản năng) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[gut]-less-ness
Word,gutsier,Đã có trong MorphLink,gut(the tube in the body through which food passes when it leaves the stomach) + -y(having quality of; noun/adjective) + -er(person who does; comparative),"gut(ruột, bản năng) + -y(có tính chất; danh từ/tính từ) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=[gut]-y-er
Word,gutsiest,Đã có trong MorphLink,gut(the tube in the body through which food passes when it leaves the stomach) + -y(having quality of; noun/adjective) + -est(superlative),"gut(ruột, bản năng) + -y(có tính chất; danh từ/tính từ) + -est(so sánh nhất)",không có biến thể đáng kể,pos=adjective; structure=[gut]-y-est
Word,gutsy,Đã có trong MorphLink,marked by courage and determination in the face of difficulties or danger,"gut(ruột, bản năng) + -y(có tính chất; danh từ/tính từ)",không có biến thể đáng kể,pos=adjective; structure=[gut]-y
Word,gymslip,Đã có trong MorphLink,a sleeveless tunic worn by English girls as part of a school uniform,gym+slip(phòng gym + trượt ngã),không có biến thể đáng kể,pos=noun; structure=[gym+slip]
Word,habitable,Đã có trong MorphLink,fit for habitation,habit(thói quen) + -able(có thể được (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[habit]-able
