word,pos,structure,meaning_en,meaning_vi
decomposition,noun,co-de-[pose]-it-ion,the analysis of a vector field,"co-(cùng nhau, chung) + de-(xuống, loại bỏ, đảo ngược) + pose(tạo dáng, đặt ra) + -it(it) + -ion(hành động, quá trình, trạng thái (danh từ))"
possessor,noun,[possess]-or,a person who owns something,possess(sở hữu) + -or(người/vật thực hiện (danh từ))
possession,noun,[possess]-ion,something that you own or have with you at a particular time,"possess(sở hữu) + -ion(hành động, quá trình, trạng thái (danh từ))"
possessive,adjective,[possess]-ive,desirous of owning,"possess(sở hữu) + -ive(có xu hướng, có tính chất (tính từ))"
possessively,adverb,[possess]-ive-ly,in a possessive manner,"possess(sở hữu) + -ive(có xu hướng, có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
possessiveness,noun,[possess]-ive-ness,excessive desire to possess or dominate,"possess(sở hữu) + -ive(có xu hướng, có tính chất (tính từ)) + -ness(trạng thái, tính chất (danh từ))"
repossess,verb,re-[possess],regain possession of something,"re-(lại, làm lại) + possess(sở hữu)"
dispossess,verb,dis-[possess],deprive of the possession of real estate,"dis-(không, ngược lại, tách rời) + possess(sở hữu)"
prepossess,verb,pre-[possess],influence (somebody's) opinion in advance,pre-(trước) + possess(sở hữu)
repossession,noun,re-[possess]-ion,the action of regaining possession (especially the seizure of collateral securing a loan that is in default),"re-(lại, làm lại) + possess(sở hữu) + -ion(hành động, quá trình, trạng thái (danh từ))"
prepossession,noun,pre-[possess]-ion,an opinion formed beforehand without adequate evidence,"pre-(trước) + possess(sở hữu) + -ion(hành động, quá trình, trạng thái (danh từ))"
dispossession,noun,dis-[possess]-ion,the expulsion of someone (such as a tenant) from the possession of land by process of law,"dis-(không, ngược lại, tách rời) + possess(sở hữu) + -ion(hành động, quá trình, trạng thái (danh từ))"
possibly,adverb,[possible]-y,"used to say that something might exist, happen or be true, but you are not certain",possible(có thể xảy ra) + -y(có tính chất; danh từ/tính từ)
possibility,noun,[possible]-ity,"a thing that may happen or be true; the fact that something might happen or be true, but is not certain","possible(có thể xảy ra) + -ity(trạng thái, tính chất (danh từ))"
impossible,adjective,im-[possible],that cannot exist or be done; not possible,im-(không (biến thể của in- trước b/m/p)) + possible(có thể xảy ra)
impossibly,adverb,im-[possible]-y,to a degree impossible of achievement,im-(không (biến thể của in- trước b/m/p)) + possible(có thể xảy ra) + -y(có tính chất; danh từ/tính từ)
impossibility,noun,im-[possible]-ity,an alternative that is not available,"im-(không (biến thể của in- trước b/m/p)) + possible(có thể xảy ra) + -ity(trạng thái, tính chất (danh từ))"
postal,adjective,[post]-al,of or relating to the system for delivering mail,"post(bưu điện, đăng bài) + -al(thuộc về (tính từ); hành động (danh từ))"
poster,noun,[post]-er,"a large notice, often with a picture on it, that is put in a public place to advertise something","post(bưu điện, đăng bài) + -er(người làm việc gì; so sánh hơn)"
postage,noun,[post]-age,a small adhesive token stuck on a letter or package to indicate that that postal fees have been paid,"post(bưu điện, đăng bài) + -age(hành động, kết quả, tập hợp (danh từ))"
outpost,noun,out-[post],a military post stationed at a distance from the main body of troops,"out-(ra ngoài, vượt trội) + post(bưu điện, đăng bài)"
potent,adjective,[pot]-ant,having a strong physiological or chemical effect,pot(nồi) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ))
potter,noun,[pot]-er,a craftsman who shapes pottery on a potter's wheel and bakes them it a kiln,pot(nồi) + -er(người làm việc gì; so sánh hơn)
potties,adjective,[pot]-y,pot(a deep round container used for cooking things in) + -y(having quality of; noun/adjective),pot(nồi) + -y(có tính chất; danh từ/tính từ)
potency,noun,[pot]-ancy,capacity to produce strong physiological or chemical effects,"pot(nồi) + -ancy(trạng thái, tính chất (danh từ))"
pottery,noun,[pot]-ory,the craft of making earthenware,"pot(nồi) + -ory(thuộc về, nơi chốn (tính từ/danh từ))"
potently,adverb,[pot]-ant-ly,in a manner having a powerful influence,pot(nồi) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
potentate,noun,[pot]-ant-ate,a ruler who is unconstrained by law,pot(nồi) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ate(làm cho/trở thành (động từ); có (tính từ))
potential,adjective,[pot]-ant-al,that can develop into something or be developed in the future,pot(nồi) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -al(thuộc về (tính từ); hành động (danh từ))
potentially,adverb,[pot]-ant-al-ly,used to say that something may develop into something,pot(nồi) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -al(thuộc về (tính từ); hành động (danh từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
potentiality,noun,[pot]-ant-al-ity,an aptitude that may be developed,"pot(nồi) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -al(thuộc về (tính từ); hành động (danh từ)) + -ity(trạng thái, tính chất (danh từ))"
repot,verb,re-[pot],"put in a new, usually larger, pot","re-(lại, làm lại) + pot(nồi)"
impotent,adjective,im-[pot]-ant,lacking power or ability,im-(không (biến thể của in- trước b/m/p)) + pot(nồi) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ))
omnipotent,adjective,omni-[pot]-ant,having unlimited power,omni-(tất cả) + pot(nồi) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ))
omnipotence,noun,omni-[pot]-ance,the state of being omnipotent,"omni-(tất cả) + pot(nồi) + -ance(trạng thái, tính chất, hành động (danh từ))"
impotently,adverb,im-[pot]-ant-ly,in a helpless manner,im-(không (biến thể của in- trước b/m/p)) + pot(nồi) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
impound,verb,in-[pound],place or shut up in a pound,"in-(không; vào trong) + pound(bảng Anh, đấm mạnh)"
propound,verb,pro-[pound],"put forward, as of an idea","pro-(về phía trước, ủng hộ) + pound(bảng Anh, đấm mạnh)"
compound,noun,co-[pound],a thing consisting of two or more separate things combined together,"co-(cùng nhau, chung) + pound(bảng Anh, đấm mạnh)"
impoundments,noun,in-[pound]-ment,"in-(not; into, inward) + pound(the unit of money in the UK, worth 100 pence) + -ment(result/action/state (noun))","in-(không; vào trong) + pound(bảng Anh, đấm mạnh) + -ment(kết quả/hành động/trạng thái (danh từ))"
downpour,noun,down-[pour],a heavy rain,down-(xuống) + pour(đổ ra)
inpouring,adjective,in-[pour],pouring inward,in-(không; vào trong) + pour(đổ ra)
outpouring,noun,out-[pour],a large flow,"out-(ra ngoài, vượt trội) + pour(đổ ra)"
powdery,adjective,[powder]-y,as if dulled in color with a sprinkling of powder,powder(bột) + -y(có tính chất; danh từ/tính từ)
powerful,adjective,[power]-ful,being able to control and influence people and events,"power(quyền lực, sức mạnh) + -ful(đầy, có nhiều (tính từ))"
powerless,adjective,[power]-less,lacking power,"power(quyền lực, sức mạnh) + -less(không có (tính từ))"
powerfully,adverb,[power]-ful-ly,in a manner having a powerful influence,"power(quyền lực, sức mạnh) + -ful(đầy, có nhiều (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
powerlessly,adverb,[power]-less-ly,in a powerless manner,"power(quyền lực, sức mạnh) + -less(không có (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
powerfulness,noun,[power]-ful-ness,possession of controlling influence,"power(quyền lực, sức mạnh) + -ful(đầy, có nhiều (tính từ)) + -ness(trạng thái, tính chất (danh từ))"
powerlessness,noun,[power]-less-ness,the quality of lacking strength or power,"power(quyền lực, sức mạnh) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))"
empower,verb,en-[power],to give somebody the power or authority to do something,"en-(làm cho, đưa vào) + power(quyền lực, sức mạnh)"
overpower,verb,over-[power],overcome by superior force,"over-(trên, quá mức) + power(quyền lực, sức mạnh)"
overpoweringly,adverb,over-[power]-ly,incapable of being resisted,"over-(trên, quá mức) + power(quyền lực, sức mạnh) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
prayerful,adjective,[prayer]-ful,disposed to pray or appearing to pray,"prayer(lời cầu nguyện) + -ful(đầy, có nhiều (tính từ))"
prayerfully,adverb,[prayer]-ful-ly,prayer(words that you say to God giving thanks or asking for help) + -ful(full of (adjective)) + -ly(adverb of manner / adjective (like)),"prayer(lời cầu nguyện) + -ful(đầy, có nhiều (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
preacher,noun,[preach]-er,someone whose occupation is preaching the gospel,preach(thuyết giáo) + -er(người làm việc gì; so sánh hơn)
preachify,verb,[preach]-ify,speak as if delivering a sermon,"preach(thuyết giáo) + -ify(làm cho, khiến trở thành (động từ))"
unprecedented,adjective,un-[precedent],"that has never happened, been done or been known before","un-(không, ngược lại (phủ định/đảo nghĩa)) + precedent(tiền lệ)"
unprecedentedly,adverb,un-[precedent]-ly,in an unprecedented manner,"un-(không, ngược lại (phủ định/đảo nghĩa)) + precedent(tiền lệ) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
preciously,adverb,[precious]-ly,extremely,precious(quý giá) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
preciousness,noun,[precious]-ness,the quality of being fastidious or excessively refined,"precious(quý giá) + -ness(trạng thái, tính chất (danh từ))"
semiprecious,adjective,semi-[precious],used of gemstones having less commercial value than precious stones,"semi-(nửa, một phần) + precious(quý giá)"
precisely,adverb,[precise]-ly,exactly,precise(chính xác) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
preciseness,noun,[precise]-ness,the quality of being reproducible in amount or performance,"precise(chính xác) + -ness(trạng thái, tính chất (danh từ))"
imprecise,adjective,im-[precise],not precise,im-(không (biến thể của in- trước b/m/p)) + precise(chính xác)
imprecisely,adverb,im-[precise]-ly,in an imprecise manner,im-(không (biến thể của in- trước b/m/p)) + precise(chính xác) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
preferable,adjective,[prefer]-able,more desirable than another,prefer(thích hơn) + -able(có thể được (tính từ))
preference,noun,[prefer]-ance,a greater interest in or desire for somebody/something than somebody/something else,"prefer(thích hơn) + -ance(trạng thái, tính chất, hành động (danh từ))"
preferment,noun,[prefer]-ment,the act of preferring,prefer(thích hơn) + -ment(kết quả/hành động/trạng thái (danh từ))
preferably,adverb,[prefer]-able-y,more readily or willingly,prefer(thích hơn) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ)
preferential,adjective,[prefer]-ance-al,manifesting partiality,"prefer(thích hơn) + -ance(trạng thái, tính chất, hành động (danh từ)) + -al(thuộc về (tính từ); hành động (danh từ))"
preferentially,adverb,[prefer]-ance-al-ly,in a manner that shows partiality,"prefer(thích hơn) + -ance(trạng thái, tính chất, hành động (danh từ)) + -al(thuộc về (tính từ); hành động (danh từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
premiership,noun,[premier]-ship,the office of premier,"premier(thủ tướng, hàng đầu) + -ship(trạng thái, điều kiện, kỹ năng (danh từ))"
preparative,adjective,[prepare]-ive,preceding and preparing for something,"prepare(chuẩn bị) + -ive(có xu hướng, có tính chất (tính từ))"
