root_word,kieu_ket_hop,cong_thuc,vi_du_tu_moi,so_luong_vi_du
over,Root + Suffix,over + suffix,overly,1
own,Word + Word,own + self,ownself,1
own,Prefix + Root,prefix + own,disown,1
own,Root + Suffix,own + suffix,"owner, ownerless, ownership",3
oxygen,Root + Suffix,oxygen + suffix,"oxygenate, oxygenize",2
pace,Word + Word,pace + make,"pacemaker, pacesetter",2
pace,Root + Suffix,pace + suffix,pacer,1
pack,Word + Word,pack + horse,packhorse,1
pack,Prefix + Root,prefix + pack,"prepack, unpack",2
pack,Root + Suffix,pack + suffix,"package, packer, packet",3
pack,Prefix + Root + Suffix,prefix + pack + suffix,prepackage,1
pad,Word + Word,pad + lock,padlock,1
pad,Prefix + Root,prefix + pad,unpadded,1
page,Root + Suffix,page + suffix,"paginate, pagination",2
pain,Word + Word,pain + kill,"painkiller, painstaking, painstakingly",3
pain,Root + Suffix,pain + suffix,"painful, painfully, painfulness, painless, painlessly",5
paint,Word + Word,paint + box,"paintbox, paintbrush, paintwork",3
paint,Prefix + Root,prefix + paint,repaint,1
paint,Root + Suffix,paint + suffix,painter,1
paint,Prefix + Root + Suffix,prefix + paint + suffix,unpaintable,1
pair,Prefix + Root,prefix + pair,"disrepair, impair, repair, unimpaired, unpaired",5
pair,Prefix + Root + Suffix,prefix + pair + suffix,"impairment, irreparable, irreparably, repairer, reparable, reparation",6
palace,Root + Suffix,palace + suffix,"palatial, palatially",2
pale,Word + Word,pale + face,paleface,1
pale,Prefix + Root,prefix + pale,impale,1
pale,Root + Suffix,pale + suffix,"palely, paleness, paler, palest, palish",5
pale,Prefix + Root + Suffix,prefix + pale + suffix,impalement,1
palm,Root + Suffix,palm + suffix,"palmier, palmist, palmy",3
pan,Word + Word,pan + cake,"pancake, panhandle, panhandler",3
panel,Prefix + Root,prefix + panel,empanels,1
panel,Root + Suffix,panel + suffix,panellist,1
panic,Root + Suffix,panic + suffix,panicky,1
pant,Prefix + Root,prefix + pant,underpants,1
pant,Root + Suffix,pant + suffix,"pantingly, panty",2
paper,Word + Word,paper + back,"paperback, paperboy, paperhanger, paperweight, paperwork",5
paper,Root + Suffix,paper + suffix,papery,1
parallel,Prefix + Root,prefix + parallel,unparalleled,1
parallel,Root + Suffix,parallel + suffix,parallelism,1
parent,Root + Suffix,parent + suffix,"parentage, parental, parentally, parenthood",4
parish,Root + Suffix,parish + suffix,parishioner,1
park,Word + Word,park + land,"parkland, parklike, parkway",3
park,Root + Suffix,park + suffix,parker,1
parliament,Root + Suffix,parliament + suffix,"parliamentarian, parliamentary",2
parliament,Prefix + Root + Suffix,prefix + parliament + suffix,unparliamentary,1
part,Prefix + Root,prefix + part,"forepart, impart, subparts",3
part,Root + Suffix,part + suffix,"partial, partiality, partially, partisan, partisanship, partition, partly",7
part,Prefix + Root + Suffix,prefix + part + suffix,"bipartisan, bipartite, impartation, impartial, impartiality, impartially, nonpartisan, quadripartite (+1 từ khác)",9
participate,Root + Suffix,participate + suffix,participation,1
partner,Root + Suffix,partner + suffix,partnership,1
pass,Word + Word,pass + book,"passageway, passbook, passerby, passkey, passover, passport, password",7
pass,Prefix + Root,prefix + pass,"bypass, overpass, underpass",3
pass,Root + Suffix,pass + suffix,"passable, passably, passage",3
pass,Prefix + Root + Suffix,prefix + pass + suffix,impassable,1
passion,Prefix + Root,prefix + passion,impassion,1
passion,Root + Suffix,passion + suffix,"passionate, passionately, passionateness, passionless, passionlessly",5
passion,Prefix + Root + Suffix,prefix + passion + suffix,"dispassionate, dispassionately",2
passive,Prefix + Root,prefix + passive,impassive,1
passive,Root + Suffix,passive + suffix,"passively, passiveness, passivity, passivize",4
passive,Prefix + Root + Suffix,prefix + passive + suffix,"impassively, impassiveness, impassivity",3
past,Word + Word,past + time,pastime,1
past,Root + Suffix,past + suffix,"passee, pastness",2
pastor,Root + Suffix,pastor + suffix,pastoral,1
patch,Word + Word,patch + work,patchwork,1
patch,Prefix + Root,prefix + patch,"crosspatch, despatched, dispatch",3
patch,Root + Suffix,patch + suffix,"patchier, patchiest, patchily, patchiness, patchy",5
patent,Root + Suffix,patent + suffix,"patentee, patently",2
patho,Root + Word,patho + find,"pathfinder, pathogenesis, pathogenic, pathologic, pathological, pathologically, pathologist, pathology (+1 từ khác)",9
patho,Prefix + Root,prefix + patho,bypath,1
patho,Root + Suffix,patho + suffix,"pathetic, pathetically, pathless",3
patho,Prefix + Root + Suffix,prefix + patho + suffix,"antipathetic, antipathetically, antipathy, apathetic, apathetically, apathy, empathy, sympathetic (+6 từ khác)",14
patience,Prefix + Root,prefix + patience,impatience,1
patient,Prefix + Root,prefix + patient,"impatient, outpatient",2
patient,Root + Suffix,patient + suffix,patiently,1
patient,Prefix + Root + Suffix,prefix + patient + suffix,impatiently,1
patrol,Word + Word,patrol + man,patrolman,1
patron,Root + Suffix,patron + suffix,"patronage, patroness, patronize, patronizingly",4
patron,Prefix + Root + Suffix,prefix + patron + suffix,unpatronizing,1
pay,Word + Word,pay + check,"paycheck, payday, payload, paymaster, payoff, payroll",6
pay,Prefix + Root,prefix + pay,"overpaid, postpaid, prepay, repay, underpay, unpaid",6
pay,Root + Suffix,pay + suffix,"payable, payee, payer, payment",4
pay,Prefix + Root + Suffix,prefix + pay + suffix,"downpayment, nonpayment, overpayment, prepayment, repayable, repayment, underpayment",7
peace,Word + Word,peace + make,"peacemaker, peacemaking, peacetime",3
peace,Root + Suffix,peace + suffix,"peaceable, peaceably, peaceful, peacefully, peacefulness",5
peak,Root + Suffix,peak + suffix,"peakier, peaky",2
peasant,Root + Suffix,peasant + suffix,peasantry,1
peculiar,Root + Suffix,peculiar + suffix,"peculiarity, peculiarly",2
peer,Root + Suffix,peer + suffix,"peerage, peeress, peerless",3
pen,Word + Word,pen + knife,"penknife, penman, penmanship, penology",4
penny,Word + Word,penny + weigh,"halfpennyworth, pennyweight, pennyworth",3
penny,Prefix + Root,prefix + penny,halfpenny,1
penny,Root + Suffix,penny + suffix,penniless,1
pension,Root + Suffix,pension + suffix,"pensionable, pensioner",2
pepper,Root + Suffix,pepper + suffix,peppery,1
perform,Prefix + Root,prefix + perform,unperformed,1
perform,Root + Suffix,perform + suffix,"performance, performer",2
period,Root + Suffix,period + suffix,"periodic, periodical, periodically, periodicity",4
permit,Root + Suffix,permit + suffix,"permissibility, permissible, permissibly, permission, permissive, permissively, permissiveness",7
person,Root + Suffix,person + suffix,"persona, personable, personae, personage, personal, personality, personalization, personalize (+5 từ khác)",13
person,Prefix + Root + Suffix,prefix + person + suffix,"depersonalization, depersonalized, impersonal, impersonalized, impersonally, impersonate, impersonation, impersonator (+1 từ khác)",9
personnel,Prefix + Root,prefix + personnel,antipersonnel,1
persuade,Root + Suffix,persuade + suffix,"persuadable, persuaders, persuasion, persuasive, persuasively, persuasiveness",6
pet,Root + Suffix,pet + suffix,"pettish, pettishly, pettishness",3
petition,Root + Suffix,petition + suffix,petitioner,1
petrol,Root + Suffix,petrol + suffix,petroleum,1
phon,Root + Word,phon + call,"phonecall, phonological, phonologically, phonologist, phonology",5
phon,Prefix + Root,prefix + phon,"megaphone, microphone",2
phon,Root + Suffix,phon + suffix,"phoneme, phonemic, phonemically, phonemics, phonetically, phonetician, phonic, phonics",8
phon,Prefix + Root + Suffix,prefix + phon + suffix,"euphonious, euphonium, euphony, polyphonic, quadrophonic, symphonic, symphony",7
photo,Root + Word,photo + electr,"photoelectric, photoelectronic",2
photo,Word + Word,photo + copy,"photocopier, photocopy, photoflash, photofloodlights, photogenic, photorealism, photosensitive, photosensitization (+1 từ khác)",9
phrase,Word + Word,phrase + book,"phrasebook, phrasemaking, phraseology",3
phrase,Prefix + Root,prefix + phrase,rephrased,1
phrase,Root + Suffix,phrase + suffix,phrasal,1
piano,Root + Suffix,piano + suffix,"pianissimo, pianist, pianola",3
pick,Word + Word,pick + man,"pickman, pickpocket, pickup",3
pick,Prefix + Root,prefix + pick,unpick,1
pick,Root + Suffix,pick + suffix,"pickaback, picker, pickier, pickiest, picky",5
piece,Word + Word,piece + meal,"piecemeal, piecewise, piecework",3
piece,Prefix + Root,prefix + piece,crosspiece,1
pig,Word + Word,pig + back,"piggyback, pigheaded, pigheadedly, pigheadedness, pignut, pigpen, pigskin, pigtail",8
pig,Root + Suffix,pig + suffix,"piggery, piggier, piggiest, piggish, piggishly, piggishness, piggy, piglet",8
pill,Word + Word,pill + box,pillbox,1
pilot,Prefix + Root,prefix + pilot,copilot,1
pin,Word + Word,pin + ball,"pinball, pinhead, pinholes, pinpoint, pintable, pinup",6
pin,Prefix + Root,prefix + pin,underpin,1
pink,Root + Suffix,pink + suffix,"pinker, pinkest, pinkie, pinkish, pinko",5
pipe,Word + Word,pipe + dream,"pipedream, pipeline",2
pipe,Root + Suffix,pipe + suffix,"pipeful, piper",2
pirate,Root + Suffix,pirate + suffix,"piratical, piratically",2
pit,Word + Word,pit + fall,"pitfall, pithead, pitman",3
pitch,Word + Word,pitch + fork,pitchfork,1
pitch,Root + Suffix,pitch + suffix,pitcher,1
pity,Root + Suffix,pity + suffix,"piteous, piteously, piteousness, pitiable, pitiably, pitiful, pitifully, pitifulness (+4 từ khác)",12
place,Prefix + Root,prefix + place,"displace, misplace, replace, unplaced",4
place,Root + Suffix,place + suffix,"placeless, placement",2
place,Prefix + Root + Suffix,prefix + place + suffix,"displacement, emplacement, irreplaceable, misplacement, replaceable, replacement",6
plain,Word + Word,plain + cloth,"plainclothes, plainfield, plainsong",3
plain,Root + Suffix,plain + suffix,"plainer, plainest, plainly, plainness",4
plan,Word + Word,plan + less,planless,1
plan,Root + Suffix,plan + suffix,planner,1
plane,Word + Word,plane + load,planeload,1
plane,Prefix + Root,prefix + plane,"biplane, deplane, enplane, monoplane",4
plane,Root + Suffix,plane + suffix,"planar, planer",2
planet,Root + Suffix,planet + suffix,"planetaria, planetarium, planetary, planetoid",4
planet,Prefix + Root + Suffix,prefix + planet + suffix,interplanetary,1
plant,Prefix + Root,prefix + plant,"implant, replanted, transplant",3
plant,Root + Suffix,plant + suffix,"plantation, planter",2
plant,Prefix + Root + Suffix,prefix + plant + suffix,"implantation, transplantable, transplantation",3
plastic,Root + Suffix,plastic + suffix,"plastically, plasticity",2
plate,Root + Suffix,plate + suffix,plateful,1
play,Word + Word,play + back,"playback, playbill, playboy, playfellow, playgoer, playground, playgroup, playhouse (+8 từ khác)",16
play,Prefix + Root,prefix + play,"foreplay, interplay, outplay, overplay, replay",5
play,Root + Suffix,play + suffix,"playable, player, playful, playfully, playfulness",5
play,Prefix + Root + Suffix,prefix + play + suffix,unplayable,1
plead,Root + Suffix,plead + suffix,"pleader, pleadingly",2
please,Prefix + Root,prefix + please,"displease, unpleased",2
please,Root + Suffix,please + suffix,"pleasance, pleasant, pleasantly, pleasantness, pleasantry, pleasingly, pleasurable, pleasurably (+1 từ khác)",9
please,Prefix + Root + Suffix,prefix + please + suffix,"displeasingly, displeasure, unpleasant, unpleasantly, unpleasantness",5
plenty,Root + Suffix,plenty + suffix,"plenteous, plenteously, plenteousness, plentiful, plentifully",5
plot,Prefix + Root,prefix + plot,subplot,1
plot,Root + Suffix,plot + suffix,plotter,1
plug,Word + Word,plug + hole,"plughole, plugugly",2
plunge,Root + Suffix,plunge + suffix,plunger,1
plus,Prefix + Root,prefix + plus,surplus,1
pocket,Word + Word,pocket + book,pocketbook,1
pocket,Root + Suffix,pocket + suffix,pocketful,1
poet,Root + Suffix,poet + suffix,"poetess, poetic, poetical, poetically, poetics, poetry",6
point,Prefix + Root,prefix + point,"midpoint, outpointed, repoint",3
point,Root + Suffix,point + suffix,"pointedly, pointer, pointless, pointlessly, pointlessness",5
poison,Root + Suffix,poison + suffix,"poisoner, poisonous, poisonously",3
pole,Word + Word,pole + cat,polecat,1
pole,Prefix + Root,prefix + pole,dipole,1
pole,Root + Suffix,pole + suffix,"polar, polarity, polarization, polarize",4
pole,Prefix + Root + Suffix,prefix + pole + suffix,"circumpolar, transpolar",2
police,Word + Word,police + man,"policeman, policewoman",2
polite,Prefix + Root,prefix + polite,impolite,1
polite,Root + Suffix,polite + suffix,"politely, politeness, politer, politest",4
polite,Prefix + Root + Suffix,prefix + polite + suffix,"impolitely, impoliteness",2
poll,Root + Suffix,poll + suffix,pollster,1
pool,Word + Word,pool + room,poolroom,1
poor,Word + Word,poor + house,poorhouse,1
poor,Root + Suffix,poor + suffix,"poorer, poorest, poorly, poorness",4
pop,Word + Word,pop + gun,popgun,1
pop,Root + Suffix,pop + suffix,popper,1
port,Word + Word,port + hole,porthole,1
port,Prefix + Root,prefix + port,"deport, disport, export, import, misreport, report, transport",7
port,Root + Suffix,port + suffix,"portability, portable, portage, porter, portlier, portliness, portly",7
port,Prefix + Root + Suffix,prefix + port + suffix,"deportation, deportee, deportment, exportable, exportation, exporter, importation, importer (+7 từ khác)",15
portion,Prefix + Root,prefix + portion,"apportion, disproportion, proportion, reapportioned",4
portion,Prefix + Root + Suffix,prefix + portion + suffix,"apportionment, disproportionate, disproportionately, proportionable, proportional, proportionality, proportionally, proportionate (+2 từ khác)",10
portray,Root + Suffix,portray + suffix,"portraitist, portraiture, portrayal",3
pose,Prefix + Root,prefix + pose,"compose, decompose, depose, discompose, dispose, expose, impose, indisposed (+15 từ khác)",23
pose,Root + Suffix,pose + suffix,"poser, posey",2
pose,Prefix + Root + Suffix,prefix + pose + suffix,"composedly, composer, composite, composition, compositional, compositor, composure, decomposition (+20 từ khác)",28
possess,Prefix + Root,prefix + possess,"dispossess, prepossess, repossess",3
possess,Root + Suffix,possess + suffix,"possession, possessive, possessively, possessiveness, possessor",5
possess,Prefix + Root + Suffix,prefix + possess + suffix,"dispossession, prepossession, repossession",3
possible,Prefix + Root,prefix + possible,impossible,1
possible,Root + Suffix,possible + suffix,"possibility, possibly",2
possible,Prefix + Root + Suffix,prefix + possible + suffix,"impossibility, impossibly",2
post,Word + Word,post + bag,"postbag, postbox, postcard, postcode, postman, postmark, postmaster",7
post,Prefix + Root,prefix + post,outpost,1
post,Root + Suffix,post + suffix,"postage, postal, poster",3
pot,Word + Word,pot + ash,"potash, potboiler, pothead, pothole, potholer, pothunter, potluck",7
pot,Prefix + Root,prefix + pot,repot,1
pot,Root + Suffix,pot + suffix,"potency, potent, potentate, potential, potentiality, potentially, potently, potter (+2 từ khác)",10
pot,Prefix + Root + Suffix,prefix + pot + suffix,"impotent, impotently, omnipotence, omnipotent",4
pound,Prefix + Root,prefix + pound,"compound, impound, propound",3
pound,Prefix + Root + Suffix,prefix + pound + suffix,impoundments,1
