word,trang_thai,cong_thuc_hoac_nguon,meaning_en,meaning_vi
sunbather,Đã có trong MorphLink,co san trong du lieu goc,someone who basks in the sunshine in order to get a suntan,sun+bath(mặt trời + bồn tắm) + -er(người làm việc gì; so sánh hơn)
sunbeam,Đã có trong MorphLink,co san trong du lieu goc,a ray of sunlight,"sun+beam(mặt trời + chùm tia, dầm)"
sunblind,Đã có trong MorphLink,co san trong du lieu goc,a canopy made of canvas to shelter people or things from rain or sun,sun+blind(mặt trời + mù lòa)
sunburn,Đã có trong MorphLink,co san trong du lieu goc,redness of the skin caused by exposure to the rays of the sun,sun+burn(mặt trời + đốt cháy)
sunburnt,Đã có trong MorphLink,co san trong du lieu goc,suffering from overexposure to direct sunlight,"sun+burn(mặt trời + đốt cháy) + -t([NGỮ PHÁP] đuôi chia động từ bất quy tắc (VD burnt, dealt) — không mang nghĩa riêng)"
sunburst,Đã có trong MorphLink,co san trong du lieu goc,a jeweled brooch with a pattern resembling the sun,sun+burst(mặt trời + nổ tung)
sunday,Đã có trong MorphLink,co san trong du lieu goc,"the day of the week after Saturday and before Monday, thought of as either the first or the last day of the week",sun+day(mặt trời + ngày)
sundeck,Đã có trong MorphLink,co san trong du lieu goc,sun+deck(the star that shines in the sky during the day and gives the earth heat and light + the top outside floor of a ship or boat),"sun+deck(mặt trời + boong tàu, sàn)"
sundown,Đã có trong MorphLink,co san trong du lieu goc,the time in the evening at which the sun begins to fall below the horizon,sun+down(mặt trời + xuống)
sunfish,Đã có trong MorphLink,co san trong du lieu goc,small carnivorous freshwater percoid fishes of North America usually having a laterally compressed body and metallic luster: crappies,sun+fish(mặt trời + cá)
sunflower,Đã có trong MorphLink,co san trong du lieu goc,any plant of the genus Helianthus having large flower heads with dark disk florets and showy yellow rays,sun+flower(mặt trời + hoa)
sunglasses,Đã có trong MorphLink,co san trong du lieu goc,spectacles that are darkened or polarized to protect the eyes from the glare of the sun,"sun+glass(mặt trời + kính, ly)"
sunlamp,Đã có trong MorphLink,co san trong du lieu goc,a mercury-vapor lamp used in medical or cosmetic treatments,sun+lamp(mặt trời + đèn)
sunless,Đã có trong MorphLink,co san trong du lieu goc,filled or abounding with clouds,sun(mặt trời) + -less(không có (tính từ))
sunlight,Đã có trong MorphLink,co san trong du lieu goc,the rays of the sun,"sun+light(mặt trời + ánh sáng, nhẹ)"
sunnier,Đã có trong MorphLink,co san trong du lieu goc,sun(the star that shines in the sky during the day and gives the earth heat and light) + -y(having quality of; noun/adjective) + -er(person who does; comparative),sun(mặt trời) + -y(có tính chất; danh từ/tính từ) + -er(người làm việc gì; so sánh hơn)
sunniest,Đã có trong MorphLink,co san trong du lieu goc,sun(the star that shines in the sky during the day and gives the earth heat and light) + -y(having quality of; noun/adjective) + -est(superlative),sun(mặt trời) + -y(có tính chất; danh từ/tính từ) + -est(so sánh nhất)
sunnily,Đã có trong MorphLink,co san trong du lieu goc,in a cheerful manner,sun(mặt trời) + -y(có tính chất; danh từ/tính từ) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
sunniness,Đã có trong MorphLink,co san trong du lieu goc,the quality of being cheerful and dispelling gloom,"sun(mặt trời) + -y(có tính chất; danh từ/tính từ) + -ness(trạng thái, tính chất (danh từ))"
sunny,Đã có trong MorphLink,co san trong du lieu goc,bright and pleasant,sun(mặt trời) + -y(có tính chất; danh từ/tính từ)
sunray,Đã có trong MorphLink,co san trong du lieu goc,a ray of sunlight,sun+ray(mặt trời + tia sáng)
sunrise,Đã có trong MorphLink,co san trong du lieu goc,of an industry or technology,sun+rise(mặt trời + tăng lên)
sunroof,Đã có trong MorphLink,co san trong du lieu goc,an automobile roof having a sliding or raisable panel,sun+roof(mặt trời + mái nhà)
sunset,Đã có trong MorphLink,co san trong du lieu goc,providing for termination,"sun+set(mặt trời + đặt, bộ)"
sunshade,Đã có trong MorphLink,co san trong du lieu goc,a canopy made of canvas to shelter people or things from rain or sun,sun+shade(mặt trời + bóng râm)
sunshine,Đã có trong MorphLink,co san trong du lieu goc,moderate weather,sun+shine(mặt trời + tỏa sáng)
sunshiny,Đã có trong MorphLink,co san trong du lieu goc,sun+shine(the star that shines in the sky during the day and gives the earth heat and light + to produce or reflect light; to be bright) + -y(having quality of; noun/adjective),sun+shine(mặt trời + tỏa sáng) + -y(có tính chất; danh từ/tính từ)
sunspot,Đã có trong MorphLink,co san trong du lieu goc,a cooler darker spot appearing periodically on the sun's photosphere,"sun+spot(mặt trời + vết đốm, địa điểm)"
sunstroke,Đã có trong MorphLink,co san trong du lieu goc,sudden prostration due to exposure to the sun or excessive heat,"sun+stroke(mặt trời + cú đánh, đột quỵ)"
suntrap,Đã có trong MorphLink,co san trong du lieu goc,a terrace or garden oriented to take advantage of the sun while protected from cold winds,sun+trap(mặt trời + cái bẫy)
superbly,Đã có trong MorphLink,co san trong du lieu goc,"used as an intensifier, extremely well",superb(tuyệt vời) + -ly(trạng từ chỉ cách thức / tính từ (giống như))
supercargo,Đã có trong MorphLink,co san trong du lieu goc,an officer on a merchant ship in charge of the cargo and its sale and purchase,"super-(trên, vượt trội, cực kỳ) + cargo(hàng hóa)"
supercharged,Đã có trong MorphLink,co san trong du lieu goc,fraught with great emotion,"super-(trên, vượt trội, cực kỳ) + charge(phí, buộc tội, sạc)"
supercharger,Đã có trong MorphLink,co san trong du lieu goc,compressor that forces increased oxygen into the cylinders of an internal-combustion engine,"super-(trên, vượt trội, cực kỳ) + charge(phí, buộc tội, sạc) + -er(người làm việc gì; so sánh hơn)"
supercritical,Đã có trong MorphLink,co san trong du lieu goc,(especially of fissionable material) able to sustain a chain reaction in such a manner that the rate of reaction increases,"super-(trên, vượt trội, cực kỳ) + critic(nhà phê bình) + -al(thuộc về (tính từ); hành động (danh từ))"
superego,Đã có trong MorphLink,co san trong du lieu goc,(psychoanalysis) that part of the unconscious mind that acts as a conscience,"super-(trên, vượt trội, cực kỳ) + ego(cái tôi)"
superfine,Đã có trong MorphLink,co san trong du lieu goc,(used especially of merchandise) very fine in quality,"super-(trên, vượt trội, cực kỳ) + fine(tốt đẹp, tiền phạt)"
superfluity,Đã có trong MorphLink,co san trong du lieu goc,extreme excess,"super-(trên, vượt trội, cực kỳ) + flu(cúm) + -ity(trạng thái, tính chất (danh từ))"
superfluous,Đã có trong MorphLink,co san trong du lieu goc,"more than is needed, desired, or required","super-(trên, vượt trội, cực kỳ) + flu(cúm) + -ious(có tính chất (tính từ))"
superfluously,Đã có trong MorphLink,co san trong du lieu goc,in a superfluous manner,"super-(trên, vượt trội, cực kỳ) + flu(cúm) + -ious(có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
superfluousness,Đã có trong MorphLink,co san trong du lieu goc,"super-(above, beyond, extremely) + flu(a serious disease caused by a virus, that causes a high temperature, severe pains and weakness) + -ious(having quality of (adjective)) + -ness(state or quality of (noun))","super-(trên, vượt trội, cực kỳ) + flu(cúm) + -ious(có tính chất (tính từ)) + -ness(trạng thái, tính chất (danh từ))"
superhighways,Đã có trong MorphLink,co san trong du lieu goc,"super-(above, beyond, extremely) + high+way(measuring a long distance from the bottom to the top + very far; by a large amount)","super-(trên, vượt trội, cực kỳ) + high+way(cao + con đường, cách thức)"
superhuman,Đã có trong MorphLink,co san trong du lieu goc,above or beyond the human or demanding more than human power or endurance,"super-(trên, vượt trội, cực kỳ) + human(con người)"
superimpose,Đã có trong MorphLink,co san trong du lieu goc,place on top of,"in-(không; vào trong) + super-(trên, vượt trội, cực kỳ) + pose(tạo dáng, đặt ra)"
superintend,Đã có trong MorphLink,co san trong du lieu goc,watch and direct,"in-(không; vào trong) + super-(trên, vượt trội, cực kỳ) + tend(có xu hướng)"
superintendent,Đã có trong MorphLink,co san trong du lieu goc,a person who directs and manages an organization,"in-(không; vào trong) + super-(trên, vượt trội, cực kỳ) + tend(có xu hướng) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ))"
superiority,Đã có trong MorphLink,co san trong du lieu goc,the quality of being superior,"superior(vượt trội) + -ity(trạng thái, tính chất (danh từ))"
superman,Đã có trong MorphLink,co san trong du lieu goc,street name for lysergic acid diethylamide,"super-(trên, vượt trội, cực kỳ) + man(đàn ông)"
supermarket,Đã có trong MorphLink,co san trong du lieu goc,"a large shop that sells food, drinks and goods used in the home. People choose what they want from the shelves and pay for it as they leave.","super-(trên, vượt trội, cực kỳ) + market(thị trường)"
supernatural,Đã có trong MorphLink,co san trong du lieu goc,not existing in nature or subject to explanation according to natural laws,"super-(trên, vượt trội, cực kỳ) + nature(tự nhiên) + -al(thuộc về (tính từ); hành động (danh từ))"
supernaturalism,Đã có trong MorphLink,co san trong du lieu goc,the quality of being attributed to power that seems to violate or go beyond natural forces,"super-(trên, vượt trội, cực kỳ) + nature(tự nhiên) + -al(thuộc về (tính từ); hành động (danh từ)) + -ism(niềm tin, học thuyết, tình trạng (danh từ))"
supernaturally,Đã có trong MorphLink,co san trong du lieu goc,in a supernatural manner,"super-(trên, vượt trội, cực kỳ) + nature(tự nhiên) + -al(thuộc về (tính từ); hành động (danh từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))"
supernormal,Đã có trong MorphLink,co san trong du lieu goc,exceeding the normal or average,"super-(trên, vượt trội, cực kỳ) + norm(chuẩn mực) + -al(thuộc về (tính từ); hành động (danh từ))"
superposed,Đã có trong MorphLink,co san trong du lieu goc,"super-(above, beyond, extremely) + pose(to create a threat, problem, etc. that has to be dealt with)","super-(trên, vượt trội, cực kỳ) + pose(tạo dáng, đặt ra)"
