thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon
skim,Mới - chưa có ảnh,1,"to read something quickly to get the main points, or to remove a substance from the surface of a liquid",đọc lướt; hớt (bọt/váng),skim,missing_words_analyzed
skip,Mới - chưa có ảnh,1,"To move along lightly by hopping, or to omit something.",Nhảy lò cò; bỏ qua.,skip,missing_words_analyzed
skulk,Mới - chưa có ảnh,1,"to move stealthily or lurk in a place, avoiding attention","lén lút di chuyển hoặc ẩn nấp, tránh bị chú ý",skulk,missing_words_analyzed
slab,Mới - chưa có ảnh,1,"a large, flat, thick piece of stone, concrete, or other solid material","tấm/phiến (đá, bê tông...) dày và phẳng",slab,missing_words_analyzed
slack,Mới - chưa có ảnh,1,"the loose, hanging part of a rope, or a period of reduced business or activity","phần chùng của dây; khoảng thời gian ít việc, nhàn rỗi",slack,missing_words_analyzed
slam,Mới - chưa có ảnh,1,"to shut, put down, or hit something forcefully and loudly","đóng sầm, đập mạnh",slam,missing_words_analyzed
slang,Mới - chưa có ảnh,1,very informal words and expressions used by a particular group of people,"từ ngữ và cách diễn đạt rất thân mật, không trang trọng, được dùng bởi một nhóm người nhất định",slang,missing_words_analyzed
slant,Mới - chưa có ảnh,1,a sloping surface or direction; a biased point of view,một bề mặt hoặc hướng nghiêng; một quan điểm thiên vị,slant,missing_words_analyzed
sled,Mới - chưa có ảnh,1,a vehicle on runners used for traveling over snow or ice,xe trượt tuyết,sled,missing_words_analyzed
slender,Mới - chưa có ảnh,1,gracefully thin; slim,"mảnh mai, thon thả",slender,missing_words_analyzed
slice,Mới - chưa có ảnh,1,"a thin, flat piece cut from something larger","một lát mỏng, phẳng được cắt ra từ một vật lớn hơn",slice,missing_words_analyzed
slime,Mới - chưa có ảnh,1,"an unpleasant slippery, sticky substance",chất nhờn,slimy,missing_words_analyzed
slop,Mới - chưa có ảnh,1,to spill or splash liquid carelessly; (noun) unappetizing liquid food,"làm sánh ra, đổ tràn; thức ăn lỏng thừa",sloppy,missing_words_analyzed
slug,Mới - chưa có ảnh,1,a slow-moving mollusk with no shell; a bullet; (verb) to hit hard,sên trần; viên đạn; đấm mạnh,sluggish,missing_words_analyzed
sluice,Mới - chưa có ảnh,1,a sliding gate or other structure for controlling the flow of water,cửa cống hoặc kết cấu trượt để kiểm soát dòng chảy của nước,sluice,missing_words_analyzed
slum,Mới - chưa có ảnh,1,"a heavily populated, run-down and impoverished area of a city",khu ổ chuột,slum,missing_words_analyzed
smith,Mới - chưa có ảnh,1,"a worker in metal, especially one who makes and repairs metal objects by hand (a blacksmith)","thợ rèn, thợ kim loại",smith,missing_words_analyzed
smog,Mới - chưa có ảnh,1,fog or haze intensified by smoke and other atmospheric pollutants,sương mù bị làm đặc thêm bởi khói và các chất ô nhiễm khác trong không khí,smog,missing_words_analyzed
smother,Mới - chưa có ảnh,1,"to suffocate someone by covering their face, or to cover thickly","làm ngạt thở ai đó bằng cách che kín mặt, hoặc phủ dày lên",smother,missing_words_analyzed
smoulder,Mới - chưa có ảnh,1,to burn slowly with smoke but without flame,"cháy âm ỉ, có khói nhưng không có ngọn lửa",smoulder,missing_words_analyzed
smuggle,Mới - chưa có ảnh,2,to move goods illegally into or out of a country,vận chuyển hàng hóa bất hợp pháp vào hoặc ra khỏi một quốc gia,"smuggle, smuggler",missing_words_analyzed
snack,Mới - chưa có ảnh,1,a small amount of food eaten between main meals,"đồ ăn nhẹ, đồ ăn vặt",snack,missing_words_analyzed
sneer,Mới - chưa có ảnh,1,"to smile or speak in a scornful, contemptuous way","cười khinh bỉ, nhếch mép khinh miệt",sneer,missing_words_analyzed
sneeze,Mới - chưa có ảnh,1,"to make a sudden, involuntary expulsion of air from the nose and mouth","hắt hơi, đột ngột và không tự chủ tống không khí ra khỏi mũi và miệng",sneeze,missing_words_analyzed
soar,Mới - chưa có ảnh,1,"to fly or rise high in the air, or to increase rapidly","bay hoặc bay lên cao trên không, hoặc tăng lên nhanh chóng",soar,missing_words_analyzed
sociable,Mới - chưa có ảnh,2,friendly and enjoying the company of others,"hòa đồng, thích giao du","sociable, unsociable",missing_words_analyzed
social,Mới - chưa có ảnh,4,"relating to society or its organization, or to interacting with other people",thuộc về xã hội; giao tiếp xã hội,"antisocial, social, socialize, socially",missing_words_analyzed
society,Mới - chưa có ảnh,2,a large group of people living together in an organized community,xã hội,"societal, society",missing_words_analyzed
sofa,Mới - chưa có ảnh,1,a long upholstered seat for more than one person,"ghế sofa, ghế đi văng",sofa,missing_words_analyzed
sol,Mới - chưa có ảnh,2,the fifth note of the major musical scale in solfège (do re mi fa sol...); also the basic monetary unit of Peru,"nốt ""sol"" trong xướng âm; cũng là đơn vị tiền tệ của Peru","consolation, solitary",missing_words_analyzed
solace,Mới - chưa có ảnh,1,comfort or consolation received during a time of distress or sadness,"sự an ủi, khuây khỏa nhận được trong lúc đau buồn hoặc khó khăn",solace,missing_words_analyzed
sold,Mới - chưa có ảnh,1,"past tense and past participle of ""sell""","(quá khứ của ""sell"") đã bán",unsold,missing_words_analyzed
solicit,Mới - chưa có ảnh,2,to ask for or try to obtain something from someone,"xin, yêu cầu hoặc cố gắng có được điều gì đó từ ai đó","solicit, solicitor",missing_words_analyzed
solution,Mới - chưa có ảnh,1,a means of solving a problem or dealing with a difficult situation,giải pháp,solution,missing_words_analyzed
solvent,Mới - chưa có ảnh,1,a liquid that is able to dissolve another substance to form a solution,dung môi,solvent,missing_words_analyzed
somewhat,Mới - chưa có ảnh,1,to a moderate extent or degree,"phần nào, có phần",somewhat,missing_words_analyzed
son,Mới - chưa có ảnh,5,a male child in relation to his parents,con trai,"dissonance, grandson, resonant, resonate, son",missing_words_analyzed
sonata,Mới - chưa có ảnh,1,"a musical composition for one or a few instruments, typically in several movements",bản xô-nát (nhạc),sonata,missing_words_analyzed
soot,Mới - chưa có ảnh,1,"a black powdery or flaky substance produced by the incomplete burning of coal, wood, etc.","bồ hóng, muội than",soot,missing_words_analyzed
soothe,Mới - chưa có ảnh,1,to gently calm a person or ease pain,nhẹ nhàng làm dịu ai đó hoặc giảm đau,soothe,missing_words_analyzed
sophisticate,Mới - chưa có ảnh,2,"to make more complex, refined, or worldly-wise","làm cho tinh vi, phức tạp hoặc sành sỏi hơn","sophisticate, sophistication",missing_words_analyzed
sore,Mới - chưa có ảnh,1,"a raw, painful, or inflamed place on the body","vết đau, vết loét",sore,missing_words_analyzed
sorrow,Mới - chưa có ảnh,1,a feeling of deep distress caused by loss or disappointment,cảm giác đau buồn sâu sắc do mất mát hoặc thất vọng,sorrow,missing_words_analyzed
soup,Mới - chưa có ảnh,1,"a liquid food made by boiling meat, fish, or vegetables with stock, water, or milk","súp, canh",soup,missing_words_analyzed
sour,Mới - chưa có ảnh,2,"to become or make unpleasant, hostile, or less satisfactory",trở nên/làm cho xấu đi (mối quan hệ),"sour, sourness",missing_words_analyzed
source,Mới - chưa có ảnh,2,"a place, person, or thing from which something originates",nguồn,"outsource, source",missing_words_analyzed
souvenir,Mới - chưa có ảnh,1,"an object kept as a reminder of a place, person, or event","quà lưu niệm, vật kỷ niệm",souvenir,missing_words_analyzed
sovereign,Mới - chưa có ảnh,1,"a supreme ruler, such as a king or queen; (adj.) possessing supreme or independent power","quốc vương, người cai trị tối cao; (tính từ) có chủ quyền",sovereignty,missing_words_analyzed
sow,Mới - chưa có ảnh,1,an adult female pig,lợn nái,sow,missing_words_analyzed
spa,Mới - chưa có ảnh,1,"a place offering health and beauty treatments, often through a mineral spring","spa, khu chăm sóc sức khỏe và sắc đẹp",spa,missing_words_analyzed
span,Mới - chưa có ảnh,2,"to extend across or over an area, or to last for an entire period of time.","kéo dài qua, bao trùm, trải dài (không gian/thời gian).","span, wingspan",missing_words_analyzed
spar,Mới - chưa có ảnh,1,to box using controlled blows for practice,tập đấu (đấm bốc nhẹ để luyện tập),spar,missing_words_analyzed
spear,Mới - chưa có ảnh,1,"a weapon with a long shaft and a pointed tip, used for throwing or thrusting","ngọn giáo, cây lao",spearhead,missing_words_analyzed
specific,Mới - chưa có ảnh,3,clearly defined or identified; particular,"cụ thể, rõ ràng","specific, specifically, specification",missing_words_analyzed
specify,Mới - chưa có ảnh,1,"to state, describe, or identify something clearly and precisely","chỉ rõ, quy định cụ thể",unspecified,missing_words_analyzed
specimen,Mới - chưa có ảnh,1,"an individual example or sample of something, especially one used for scientific study",mẫu vật,specimen,missing_words_analyzed
spectacle,Mới - chưa có ảnh,2,a visually striking public display or event,"cảnh tượng, buổi trình diễn hoành tráng","spectacle, spectacular",missing_words_analyzed
spectacular,Mới - chưa có ảnh,1,beautiful or dramatic in a way that impresses people greatly,"ngoạn mục, hoành tráng",spectacularly,missing_words_analyzed
spectrum,Mới - chưa có ảnh,1,"a band of colors, or a broad range of related qualities or ideas","quang phổ; phạm vi, dải (nghĩa rộng)",spectrum,missing_words_analyzed
speculate,Mới - chưa có ảnh,3,to form opinions or theories about something without firm evidence,"suy đoán, phỏng đoán","speculate, speculation, speculative",missing_words_analyzed
sperm,Mới - chưa có ảnh,1,the male reproductive cell in animals and plants,tinh trùng,gymnosperm,missing_words_analyzed
spike,Mới - chưa có ảnh,1,"to increase suddenly and sharply, or to secretly add alcohol or drugs to a drink",tăng vọt đột ngột; pha lén (rượu/thuốc) vào đồ uống,spike,missing_words_analyzed
spiral,Mới - chưa có ảnh,1,"to move in a spiral course, or to increase or decrease rapidly and uncontrollably",xoáy trôn ốc; tăng/giảm nhanh mất kiểm soát,spiral,missing_words_analyzed
spire,Mới - chưa có ảnh,2,"a tall pointed structure on top of a building, especially a church tower",ngọn tháp nhọn (thường trên nhà thờ),"aspire, conspire",missing_words_analyzed
splash,Mới - chưa có ảnh,1,to cause liquid to scatter in drops due to disturbance,làm bắn tung tóe (nước),splash,missing_words_analyzed
splatter,Mới - chưa có ảnh,1,to splash a liquid or soft substance in scattered drops,"làm bắn tung tóe, văng tóe",splatter,missing_words_analyzed
spleen,Mới - chưa có ảnh,1,an organ near the stomach that filters blood and supports the immune system,lá lách,spleen,missing_words_analyzed
