component_roots,derived_word,morphology_structure,pattern_PRS,pos,IPA,ipa_status,definition_en,nghia_tieng_viet,source,vi_note,existence_note
lay+by,layby,[lay+by],0-2-0,noun,/lˈeɪbi/,"generated (espeak-ng G2P, algorithmic)",designated paved area beside a main road where cars can stop temporarily,"lay+by(đặt xuống, đẻ trứng + bởi, bằng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
lay+man,layman,[lay+man],0-2-0,noun,/ˈɫeɪmən/,real,someone who is not a clergyman or a professional person,"lay+man(đặt xuống, đẻ trứng + đàn ông)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
lay+off,layoff,[lay+off],0-2-0,noun,/ˈɫeɪˌɔf/,real,the act of laying off an employee or a work force,"lay+off(đặt xuống, đẻ trứng + tắt, xa khỏi)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
lay+out,layout,[lay+out],0-2-0,noun,/ˈɫeɪˌaʊt/,real,"the way in which the parts of something such as the page of a book, a website, a garden or a building are arranged","lay+out(đặt xuống, đẻ trứng + ra ngoài)",Oxford 5000 (verified),,
lay+over,layover,[lay+over],0-2-0,noun,/ˈɫeɪˌoʊvɝ/,real,a brief stay in the course of a journey,"lay+over(đặt xuống, đẻ trứng + ở trên, hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
lazy+bone,lazybones,[lazy+bone],0-2-0,noun,/lˈeɪzɪbˌəʊnz/,real,a lazy person,lazy+bone(lười biếng + xương),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
lead+man,leadsman,[lead+man],0-2-0,noun,/lˈiːdzmən/,"generated (espeak-ng G2P, algorithmic)",The man who heaves the lead. Totten.,"lead+man(dẫn dắt, chì + đàn ông)","Webster's Unabridged Dictionary (1913, public domain)",công thức ghép (chưa xác thực),
leap+frog,leapfrog,[leap+frog],0-2-0,noun,/ˈɫipˌfɹɔɡ/,real,a game in which one child bends down and another leaps over,leap+frog(nhảy vọt + con ếch),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
leather+neck,leatherneck,[leather+neck],0-2-0,noun,/lˈɛðənˌɛk/,real,a member of the United States Marine Corps,leather+neck(da thuộc + cổ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
left+hand,lefthander,[left+hand]-er,0-2-1,noun,/lˈɛfthændɚ/,"generated (espeak-ng G2P, algorithmic)",a baseball pitcher who throws the ball with the left hand,"left+hand(trái, còn lại + bàn tay) + -er(người làm việc gì; so sánh hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
left+over,leftovers,[left+over],0-2-0,noun,/ˈɫɛfˌtoʊvɝz/,real,food remaining from a previous meal,"left+over(trái, còn lại + ở trên, hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
leg+horn,leghorn,[leg+horn],0-2-0,noun,/ˈɫɛɡhɔɹn/,real,a stiff hat made of straw with a flat crown,"leg+horn(chân + sừng, còi xe)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
let+down,letdown,[let+down],0-2-0,noun,/ˈɫɛtˌdaʊn/,real,a feeling of dissatisfaction that results when your expectations are not realized,"let+down(để cho, cho thuê + xuống)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
let+up,letup,[let+up],0-2-0,noun,/ˈɫɛˌtəp/,real,a pause during which things are calm or activities are diminished,"let+up(để cho, cho thuê + lên trên)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
letter+box,letterbox,[letter+box],0-2-0,noun,/lˈɛtəbˌɒks/,real,"letter+box(a written, typed or printed message that is put in an envelope or attached to an email and sent to somebody + a container made of wood, thick card, metal, etc. with a flat stiff base and sides and often a lid (= cover), used especially for holding solid things)","letter+box(thư từ, chữ cái + hộp)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
letter+head,letterhead,[letter+head],0-2-0,noun,/ˈɫɛtɝˌhɛd/,real,a sheet of stationery with name and address of the organization printed at the top,"letter+head(thư từ, chữ cái + đầu, người đứng đầu)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
letter+man,letterman,[letter+man],0-2-0,noun,/ˈɫɛtɝmən/,real,an athlete who has earned a letter in a school sport,"letter+man(thư từ, chữ cái + đàn ông)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
letter+press,letterpress,[letter+press],0-2-0,noun,/ˈɫɛtɝˌpɹɛs/,real,printing from a plate with raised characters,"letter+press(thư từ, chữ cái + nhấn, báo chí)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
life+belt,lifebelt,[life+belt],0-2-0,noun,/lˈaɪfbɛlt/,real,"life+belt(the ability to breathe, grow, produce young, etc. that people, animals and plants have before they die and that objects do not have + a long narrow piece of leather, cloth, etc. that you wear around the middle part of your body)",life+belt(cuộc sống + thắt lưng),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
life+blood,lifeblood,[life+blood],0-2-0,noun,/ˈɫaɪfˌbɫəd/,real,an essential or life-giving force,life+blood(cuộc sống + máu),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
life+boat,lifeboat,[life+boat],0-2-0,noun,/ˈɫaɪfˌboʊt/,real,a strong sea boat designed to rescue people from a sinking ship,life+boat(cuộc sống + thuyền),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
life+guard,lifeguard,[life+guard],0-2-0,noun,/ˈɫaɪfˌɡɑɹd/,real,an attendant employed at a beach or pool to protect swimmers from accidents,life+guard(cuộc sống + bảo vệ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
life+like,lifelike,[life+like],0-2-0,adjective,/ˈɫaɪˌfɫaɪk/,real,free from artificiality,"life+like(cuộc sống + thích, giống như)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
life+line,lifeline,[life+line],0-2-0,noun,/ˈɫaɪˌfɫaɪn/,real,line thrown from a vessel that people can cling to in order to save themselves from drowning,life+line(cuộc sống + đường kẻ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
life+long,lifelong,[life+long],0-2-0,adjective,/ˈɫaɪˈfɫɔŋ/,real,lasting or existing all through your life,life+long(cuộc sống + dài),Oxford 5000 (verified),,
life+time,lifetime,[life+time],0-2-0,noun,/ˈɫaɪfˌtaɪm/,real,the length of time that somebody lives or that something lasts,life+time(cuộc sống + thời gian),Oxford 5000 (verified),,
lift+boy,liftboy,[lift+boy],0-2-0,noun,/lˈɪftbɔɪ/,"generated (espeak-ng G2P, algorithmic)",lift+boy(a machine that carries people or goods up and down to different levels in a building or a mine + a male child or a young male person),lift+boy(nâng lên + con trai),"compositional (generated, unverified)",công thức ghép (chưa xác thực),
lift+man,liftman,[lift+man],0-2-0,noun,/lˈɪftmən/,"generated (espeak-ng G2P, algorithmic)",a man employed to operate an elevator,lift+man(nâng lên + đàn ông),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
light+heart,lighthearted,[light+heart],0-2-0,adjective,/ˈɫaɪtˌhɑɹtɪd/,real,carefree and happy and lighthearted,"light+heart(ánh sáng, nhẹ + trái tim)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
light+house,lighthouse,[light+house],0-2-0,noun,/ˈɫaɪtˌhaʊs/,real,a tower with a light that gives warning of shoals to passing ships,"light+house(ánh sáng, nhẹ + ngôi nhà)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
light+ship,lightship,[light+ship],0-2-0,noun,/ˈɫaɪtˌʃɪp/,real,a ship equipped like a lighthouse and anchored where a permanent lighthouse would be impracticable,"light+ship(ánh sáng, nhẹ + con tàu)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
light+weigh,lightweight,[light+weigh]-t,0-2-1,adjective,/ˈɫaɪtˈweɪt/,real,weighing relatively little compared with another item or object of similar use,"light+weigh(ánh sáng, nhẹ + cân nặng) + -t([NGỮ PHÁP] đuôi chia động từ bất quy tắc (VD burnt, dealt) — không mang nghĩa riêng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
light+year,lightyears,[light+year],0-2-0,adjective,/lˈaɪtjɪɹz/,"generated (espeak-ng G2P, algorithmic)","light+year(pale in colour + the period from 1 January to 31 December, that is 365 or 366 days, divided into 12 months)","light+year(ánh sáng, nhẹ + năm)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
line+back,linebackers,[line+back]-er,0-2-1,noun,/ˈɫaɪnˌbækɝz/,real,"line+back(a long, thin mark on a surface + located behind or at the back of something) + -er(person who does; comparative)","line+back(đường kẻ + lưng, phía sau) + -er(người làm việc gì; so sánh hơn)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
line+man,lineman,[line+man],0-2-0,noun,/ˈɫaɪnmən/,real,"in American football, the position of a player on a football team who is stationed on the line of scrimmage",line+man(đường kẻ + đàn ông),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
line+train,linertrain,[line+train]-er,0-2-1,noun,/lˈaɪnɚtɹˌeɪn/,"generated (espeak-ng G2P, algorithmic)","line+train(a long, thin mark on a surface + a number of connected coaches or trucks, pulled by an engine or powered by a motor in each one, taking people and goods from one place to another) + -er(person who does; comparative)","line+train(đường kẻ + tàu hỏa, huấn luyện) + -er(người làm việc gì; so sánh hơn)","compositional (generated, unverified)",công thức ghép (chưa xác thực),thuật ngữ đường sắt hàng hóa có thật (tàu container)
line+up,lineup,[line+up],0-2-0,noun,/ˈɫaɪˌnəp/,real,(baseball) a list of batters in the order in which they will bat,line+up(đường kẻ + lên trên),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
link+up,linkup,[link+up],0-2-0,noun,/ˈɫɪŋˌkəp/,real,a fastener that serves to join or connect,link+up(liên kết + lên trên),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
lip+stick,lipstick,[lip+stick],0-2-0,noun,/ˈɫɪpˌstɪk/,real,makeup that is used to color the lips,"lip+stick(môi + que, dính chặt)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
litter+bag,litterbag,[litter+bag],0-2-0,noun,/lˈɪɾɚbˌæɡ/,"generated (espeak-ng G2P, algorithmic)","litter+bag(small pieces of rubbish such as paper, cans and bottles, that people have left lying in a public place + a container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling)","litter+bag(rác, đàn con + túi)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
litter+bin,litterbin,[litter+bin],0-2-0,noun,/lˈɪɾɚbˌɪn/,"generated (espeak-ng G2P, algorithmic)",bin (usually in or outside a public building) into which the public can put rubbish,"litter+bin(rác, đàn con + thùng rác)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
litter+bug,litterbug,[litter+bug],0-2-0,noun,/lˈɪtəbˌʌɡ/,real,a person who litters public places with refuse,"litter+bug(rác, đàn con + côn trùng, lỗi phần mềm)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
live+long,livelong,[live+long],0-2-0,adjective,/lˈaɪvlɒŋ/,real,(of time) constituting the full extent or duration,live+long(sống + dài),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
live+stock,livestock,[live+stock],0-2-0,noun,/ˈɫaɪvˌstɑk/,real,any animals kept for use or profit,"live+stock(sống + cổ phiếu, hàng tồn kho)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
loan+word,loanword,[loan+word],0-2-0,noun,/lˈoʊnwɜːd/,"generated (espeak-ng G2P, algorithmic)",a word borrowed from another language,loan+word(khoản vay + từ ngữ),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
