root_word,meaning,nghia_tieng_viet,used_in_single_root_group,used_in_compound_group,variants,variant_count,de_nham_lan,bien_the,topic,subtopic
merchant,"a person who buys and sells goods in large quantities, especially one who imports and exports goods",thương gia,False,True,merchantman,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Mua bán và giao dịch
mercy,a kind or forgiving attitude towards somebody that you have the power to harm or right to punish,lòng thương xót,True,False,merciful; mercifully; mercifulness; merciless; mercilessly; mercilessness,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Cảm xúc
mere,"used when you want to emphasize how small, unimportant, etc. somebody/something is",chỉ là,True,False,merely; merest,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Mức độ và so sánh
merge,to combine or make two or more things combine to form a single thing,sáp nhập,True,False,emerge; emergence; emergent; merger; reemerged; submerge; submergence,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Doanh nghiệp
merit,the quality of being good and of deserving praise or reward,"giá trị, công trạng",True,False,demerit; meritorious; meritoriously; unmeritorious,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Đánh giá và giá trị
mess,a dirty or untidy state,bừa bộn,True,False,messier; messiest; messily; messiness; messy,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Đời sống hằng ngày,Dọn dẹp nhà cửa
metal,"a type of solid mineral substance that is usually hard and shiny and that heat and electricity can travel through, for example tin, iron and gold",kim loại,True,True,bimetallic; gunmetal; metallic; metallurgical; metallurgist; metallurgy; metalwork; metalworker; nonmetallic,9,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Vật liệu
method,a particular way of doing something,phương pháp,True,True,methodical; methodically; methodism; methodist; methodological; methodologically; methodology; unmethodical,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Học tập và giáo dục,Kỹ năng học tập
metre,a unit for measuring length; a hundred centimetres,mét,True,False,centimetre; kilometre; millimetre,3,không có (hoặc chưa xác định),meter (Mỹ),"Khoa học, công nghệ và kỹ thuật",Đo lường
middle,"in a position in the middle of an object, group of objects, people, etc.; between the beginning and the end of something",ở giữa,False,True,middleman; middletown; middleweight,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn
midst,the middle part of something,giữa lúc,True,False,amidst,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn
might,used when showing that something is or was possible,"sức mạnh, có thể",True,False,almighty; mightier; mightiest; mightily; mighty,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngữ pháp và hư từ,Trợ từ
mild,not severe or strong,nhẹ nhàng,True,False,milder; mildest; mildly; mildness,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Khí hậu
mile,a unit for measuring distance equal to 1 609 metres or 1 760 yards,dặm,True,True,mileage; miler; milestone,3,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Đo lường
militia,a group of people who are not professional soldiers but who have had military training and can act as an army,dân quân,False,True,militiaman,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Cảnh sát
milk,"the white liquid produced by cows, goats and some other animals as food for their young and used as a drink by humans",sữa,True,True,buttermilk; milker; milkier; milkiest; milkiness; milkman; milkshake; milkweed; milky,9,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Thực phẩm,Sữa và sản phẩm từ sữa
mill,a building fitted with equipment for grinding grain into flour; a machine for grinding grain,nhà máy,True,True,flourmill; millboard; millenarian; millenium; miller; millie; millpond; millstone; millwheel; watermill; windmill,11,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Kinh doanh và tài chính,Doanh nghiệp
million,1 000 000,triệu,True,False,millionaire; millionfold; millionth; multimillionaire,4,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,Số đếm và số thứ tự
mind,"the part of a person that makes them able to be aware of things, to think and to feel",tâm trí,True,True,absentmindedly; broadminded; broadmindedly; broadmindedness; mastermind; minder; mindful; mindfully; mindfulness; mindless; mindlessly; mindlessness; remind; reminder; unmindful,15,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Sức khỏe,Sức khỏe tinh thần
mine,"a deep hole or holes under the ground where minerals such as coal, gold, etc. are dug","của tôi, mỏ",True,True,coalmine; goldmine; landmine; minefield; minelaying; miner; minesweeper; minesweeping; undermine,9,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngữ pháp và hư từ,Đại từ
mineral,"a substance that is naturally present in the earth and is not formed from animal or vegetable matter, for example gold and salt. Some minerals are also present in food and drink and in the human body and are essential for good health.",khoáng chất,True,False,demineralization; mineralized; mineralogical; mineralogist; mineralogy,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Môi trường và tự nhiên,Khoáng vật
minister,a senior member of the government who is in charge of a government department or a branch of one,bộ trưởng,True,False,administer; administration; administrative; administratively; administrator; ministerial; ministerially; ministrant; ministration; ministry,10,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính
minor,"not very large, important or serious","nhỏ, vị thành niên",True,False,minority,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Quyền công dân
minute,extremely small,phút,True,True,minutely; minuteman; minuteness; minuter; minutest,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản"
miracle,an act or event that does not follow the laws of nature and is believed to be caused by God,phép màu,True,False,miraculous; miraculously,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự
miss,to be or arrive too late for something,"nhớ, bỏ lỡ",True,False,commissary; commission; commissionaire; commissioner; dismiss; dismissal; emissary; missy; noncommissioned,9,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Con người,Cảm xúc
mission,that cannot exist or be done; not possible,sứ mệnh,True,False,missionary,1,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Nghề nghiệp và công việc,Nơi làm việc
mix,a combination of different people or things,trộn lẫn,True,False,admix; admixture; intermix; mixer; mixture; premix; unmixed,7,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Đời sống hằng ngày,Nấu ăn
mob,"a large crowd of people, especially one that may become violent or cause trouble",đám đông,True,True,mobcaps; mobster,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra
mobile,"connected with mobile phones, tablets, etc.",di động,True,False,automobile; demobilization; demobilize; immobile; immobility; immobilization; immobilize; mobility; mobilization; mobilize,10,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Điện thoại thông minh
mode,a particular way of doing something; a particular type of something,chế độ,True,False,modal; modality; modally; modish; modishly; outmoded,6,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Khoa học, công nghệ và kỹ thuật",Phần mềm
model,"a copy of something, usually smaller than the original object",mô hình,True,False,modeller; remodel,2,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Thiết kế đồ họa
moderate,"that is neither very good, large, hot, etc. nor very bad, small, cold, etc.",vừa phải,True,False,immoderate; immoderately; moderately; moderation; moderator,5,không có (hoặc chưa xác định),không có biến thể đáng chú ý,Khái niệm trừu tượng,Mức độ và so sánh
modern,of the present time or recent times ,hiện đại,True,False,modernism; modernist; modernistic; modernistically; modernity; modernization; modernize; ultramodern,8,không có (hoặc chưa xác định),không có biến thể đáng chú ý,"Nghệ thuật, thiết kế và văn hóa",Phong cách kiến trúc
