word,pos,meaning_en,meaning_vi,structure,kind,base,ipa,ipa_status,meaning_vi_source,thanh_phan_1,thanh_phan_2,thanh_phan_3,thanh_phan_4,thanh_phan_5,thanh_phan_6,loai_ket_hop,so_thanh_phan,nguon,trong_morphlink,co_affix,noun_type,noun_so_nhieu,adj_so_sanh_hon,adj_so_sanh_nhat,adj_ghi_chu,verb_hien_tai_don,verb_gerund,verb_qua_khu,verb_pp,so_nhieu_bat_quy_tac,dong_tu_bat_quy_tac,multi_nghia
overthrow,noun,the termination of a ruler or institution (especially by force),sự lật đổ người cai trị hoặc thể chế (đặc biệt bằng vũ lực),over-[throw],root,throw,/ˈoʊvɝˌθɹoʊ/,real,retranslated,over-,throw,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overthrows,,,,,,,,,,
overthrown,verb,(past participle of overthrow) to have removed a ruler or government from power by force,"(phân từ quá khứ của overthrow) đã bị lật đổ (chính quyền, người cai trị) bằng vũ lực",over-[throw]-n,root,throw,/ˌoʊvɝˈθɹoʊn/,real,audit-rewritten,over-,throw,-n,,,,Prefix + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,
overtime,adverb,beyond the regular time,ngoài giờ làm việc thông thường,over-[time],root,time,/ˈoʊvɝˌtaɪm/,real,retranslated,over-,time,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,
overtone,noun,"an additional musical tone that sounds above the main tone at a multiple of its frequency; also (more commonly, figurative) a subtle extra quality or implication in something said or done","âm bội có tần số là bội số của âm cơ bản trong âm nhạc; hoặc (nghĩa bóng, thường dùng hơn) sắc thái, hàm ý ngầm trong lời nói hay sự việc",over-[tone],root,tone,/ˈoʊvɝˌtoʊn/,real,retranslated,over-,tone,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overtones,,,,,,,,,,
overtop,verb,look down on,nhìn xuống từ phía trên; cao hơn,over-[top],root,top,/ˌoʊvɚtˈɑːp/,"generated (espeak-ng G2P, algorithmic)",retranslated,over-,top,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overtops,overtoping,overtoped,overtoped,,,
overturn,verb,"if something overturns, or if somebody overturns it, it turns into a position in which the top of it is where the bottom of it normally is or on its side",làm lật úp hoặc nghiêng nghiêng sang một bên,over-[turn],root,turn,/ˈoʊvɝˌtɝn/,real,retranslated,over-,turn,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overturns,overturning,overturned,overturned,,,
overweight,adjective,usually describes a large person who is fat but has a large frame to carry it,thừa cân (người to lớn nhưng khung xương đủ mang trọng lượng),over-[weigh]-t,root,weigh,/ˌoʊvɝˈweɪt/,real,retranslated,over-,weigh,-t,,,,Prefix + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more overweight,most overweight,,,,,,,,
overwork,noun,the act of working too much or too long,việc làm việc quá nhiều hoặc quá lâu,over-[work],root,work,/ˌoʊvɝˈwɝk/,real,retranslated,over-,work,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overworks,,,,,,,,,,
overwritten,verb,"(past participle of overwrite) to have replaced existing data or text with new data, destroying the original; written in an overly elaborate style","(phân từ quá khứ của overwrite) đã ghi đè lên dữ liệu/văn bản cũ, làm mất bản gốc; viết quá cầu kỳ, rườm rà",over-[write]-en,root,write,/ˌoʊvɝˈɹɪtən/,real,audit-rewritten,over-,write,-en,,,,Prefix + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overwrittens,overwrittening,overwrittened,overwrittened,,,"bị ghi đè (dữ liệu/văn bản cũ); viết quá cầu kỳ, rườm rà (văn phong)"
owner,noun,a person who owns something,người sở hữu một thứ gì đó,[own]-er,root,own,/ˈoʊnɝ/,real,retranslated,own,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],owners,,,,,,,,,,
ownerless,adjective,having no owner,không có chủ sở hữu,[own]-er-less,root,own,/ˈoʊnɚləs/,"generated (espeak-ng G2P, algorithmic)",retranslated,own,-er,-less,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more ownerless,most ownerless,,,,,,,,
ownership,noun,the fact of owning something,quyền hoặc tình trạng sở hữu,[own]-er-ship,root,own,/ˈoʊnɝˌʃɪp/,real,retranslated,own,-er,-ship,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],ownerships,,,,,,,,,,
ownself,pronoun,"(informal, dialectal, e.g. Singapore English) oneself; used for emphasis to mean one's own self","(thông tục, phương ngữ) chính bản thân mình, dùng để nhấn mạnh",[own+self],compound,own+self,/oʊnsˈɛlf/,"generated (espeak-ng G2P, algorithmic)",tu-bien-soan (API khong co),own,self,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,,more ownself,most ownself,,,,,,,,
oxygenate,verb,"impregnate, combine, or supply with oxygen","bão hòa, kết hợp hoặc cung cấp oxy",[oxygen]-ate,root,oxygen,/ˈɑksədʒəˌneɪt/,real,retranslated,oxygen,-ate,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,oxygenates,oxygenating,oxygenated,oxygenated,,,
oxygenize,verb,"impregnate, combine, or supply with oxygen","bão hòa, kết hợp hoặc cung cấp oxy",[oxygen]-ize,root,oxygen,/ˈɑːksɪdʒˌɛnaɪz/,"generated (espeak-ng G2P, algorithmic)",retranslated,oxygen,-ize,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,oxygenizes,oxygenizing,oxygenized,oxygenized,,,
pacemaker,noun,a horse used to set the pace in racing,ngựa dẫn nhịp trong cuộc đua,[pace+make]-er,compound,pace+make,/ˈpeɪsˌmeɪkɝ/,real,retranslated,pace,make,-er,,,,Root + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],pacemakers,,,,,,,,,,
pacer,noun,a horse trained to a special gait in which both feet on one side leave the ground together,ngựa được huấn luyện dáng đi đặc biệt (hai chân cùng bên nâng đồng thời),[pace]-er,root,pace,/ˈpeɪsɝ/,real,retranslated,pace,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],pacers,,,,,,,,,,
pacesetter,noun,a horse used to set the pace in racing,ngựa dẫn nhịp trong cuộc đua,[pace+set]-er,compound,pace+set,/ˈpeɪˌsɛtɝ/,real,retranslated,pace,set,-er,,,,Root + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],pacesetters,,,,,,,,,,
package,noun,"something that is wrapped in paper or put into a thick envelope so that it can be sent by mail, carried easily, or given as a present","gói hàng được bọc giấy hoặc bỏ phong bì để gửi, mang hoặc tặng",[pack]-age,root,pack,/ˈpækədʒ/,real,retranslated,pack,-age,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],packages,,,,,,,,,,
packer,noun,a hiker who wears a backpack,người đi bộ đeo ba lô,[pack]-er,root,pack,/ˈpækɝ/,real,retranslated,pack,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],packers,,,,,,,,,,
packet,noun,a small container made of paper or card in which goods are packed for selling,gói nhỏ bằng giấy hoặc bìa đựng hàng để bán,[pack]-et,root,pack,/ˈpækət/,real,retranslated,pack,-et,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],packets,,,,,,,,,,
packhorse,noun,a workhorse used as a pack animal,ngựa thồ dùng để chở hàng,[pack+horse],compound,pack+horse,/pˈækhɔːs/,real,retranslated,pack,horse,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],packhorses,,,,,,,,,,
padlock,noun,a detachable lock,khóa móc tháo rời được,[pad+lock],compound,pad+lock,/ˈpædˌɫɑk/,real,retranslated,pad,lock,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],padlocks,,,,,,,,,,
paginate,verb,number the pages of a book or manuscript,đánh số trang sách hoặc bản thảo,[page]-ate,root,page,/pˈædʒᵻnˌeɪt/,"generated (espeak-ng G2P, algorithmic)",retranslated,page,-ate,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,paginates,paginating,paginated,paginated,,,
pagination,noun,the system of numbering pages,hệ thống đánh số trang,[page]-ate-ion,root,page,/ˌpædʒəˈneɪʃən/,real,retranslated,page,-ate,-ion,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],paginations,,,,,,,,,,
painful,adjective,causing you pain,gây đau đớn,[pain]-ful,root,pain,/ˈpeɪnfəɫ/,real,retranslated,pain,-ful,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more painful,most painful,,,,,,,,
painfully,adverb,unpleasantly,"một cách khó chịu, đau đớn",[pain]-ful-ly,root,pain,/ˈpeɪnfəɫi/,real,retranslated,pain,-ful,-ly,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
painfulness,noun,the quality of being painful,tính chất gây đau đớn,[pain]-ful-ness,root,pain,/pˈeɪnfəlnəs/,"generated (espeak-ng G2P, algorithmic)",retranslated,pain,-ful,-ness,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[U],,,,,,,,,,,
painkiller,noun,a medicine used to relieve pain,thuốc giảm đau,[pain+kill]-er,compound,pain+kill,/ˈpeɪnˌkɪɫɝ/,real,retranslated,pain,kill,-er,,,,Root + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],painkillers,,,,,,,,,,
painless,adjective,requiring little hard work or exertion,không đòi hỏi nhiều công sức; không đau,[pain]-less,root,pain,/ˈpeɪnɫəs/,real,retranslated,pain,-less,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more painless,most painless,,,,,,,,
painlessly,adverb,without pain,không đau đớn,[pain]-less-ly,root,pain,/ˈpeɪnɫəsɫi/,real,retranslated,pain,-less,-ly,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
painstaking,adjective,characterized by extreme care and great effort,rất tỉ mỉ và công phu,[pain+take],compound,pain+take,/ˈpeɪnˌsteɪkɪŋ/,real,retranslated,pain,take,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,,more painstaking,most painstaking,,,,,,,,
painstakingly,adverb,in a fastidious and painstaking manner,"một cách tỉ mỉ, kỹ lưỡng",[pain+take]-ly,compound,pain+take,/ˈpeɪnˌsteɪkɪŋɫi/,real,retranslated,painstaking,-ly,,,,,Word + Suffix,2,Sinh có kiểm soát — trùng MorphLink,có,có,,,,,,,,,,,,
paintbox,noun,a box containing a collection of cubes or tubes of artists' paint,hộp đựng viên hoặc tuýp màu của họa sĩ,[paint+box],compound,paint+box,/pˈeɪntbɒks/,real,retranslated,paint,box,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],paintboxes,,,,,,,,,,
paintbrush,noun,a brush used as an applicator (to apply paint),cọ dùng để quét sơn hoặc vẽ màu,[paint+brush],compound,paint+brush,/ˈpeɪntˌbɹəʃ/,real,retranslated,paint,brush,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],paintbrushes,,,,,,,,,,
painter,noun,"a person whose job is painting buildings, walls, etc.","thợ sơn nhà cửa, tường, v.v.",[paint]-er,root,paint,/ˈpeɪntɝ/,real,retranslated,paint,-er,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],painters,,,,,,,,,,
paintwork,noun,"the layer of paint on a surface such as a car, building, or piece of furniture","lớp sơn trên bề mặt (xe, tòa nhà, đồ vật...)",[paint+work],compound,paint+work,/pˈeɪntwɜːk/,real,audit-rewritten,paint,work,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],paintworks,,,,,,,,,,
palatial,adjective,suitable for or like a palace,như cung điện; xa hoa như cung điện,[palace]-al,root,palace,/pəˈɫeɪʃəɫ/,real,retranslated,palace,-al,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more palatial,most palatial,,,,,,,,
palatially,adverb,in a way that resembles a palace; splendidly spacious and luxurious,"một cách nguy nga, tráng lệ như cung điện",[palace]-al-ly,root,palace,/pælˈeɪʃəli/,"generated (espeak-ng G2P, algorithmic)",audit-rewritten,palace,-al,-ly,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
palely,adverb,in a pale manner,một cách nhợt nhạt,[pale]-ly,root,pale,/pˈeɪlli/,real,retranslated,pale,-ly,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
paleness,noun,being deficient in color,"sự thiếu màu sắc, vẻ nhợt nhạt",[pale]-ness,root,pale,/pˈeɪlnəs/,real,retranslated,pale,-ness,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[U],,,,,,,,,,,
paler,adjective,lighter in colour or complexion; having less colour than usual (comparative of pale),"nhợt nhạt hơn, nhạt màu hơn",[pale]-er,root,pale,/pˈeɪlɐ/,real,audit-rewritten,pale,-er,,,,,Root + Suffix,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],palers,,,"Đây là dạng so sánh hơn của tính từ gốc, không có dạng so sánh hơn/nhất riêng",,,,,,,
palest,adjective,having the lightest colour or complexion (superlative of pale),"nhợt nhạt nhất, nhạt màu nhất",[pale]-est,root,pale,/ˈpeɪɫəst/,real,audit-rewritten,pale,-est,,,,,Root + Suffix,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more palest,most palest,,,,,,,,
palish,adjective,slightly pale,hơi nhợt nhạt,[pale]-ish,root,pale,/pˈælɪʃ/,"generated (espeak-ng G2P, algorithmic)",retranslated,pale,-ish,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more palish,most palish,,,,,,,,
palmist,noun,fortuneteller who predicts your future by the lines on your palms,"người xem tướng tay, đoán vận mệnh qua đường chỉ tay",[palm]-ist,root,palm,/ˈpɑmɪst/,real,retranslated,palm,-ist,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],palmists,,,,,,,,,,
palmy,adjective,very lively and profitable,rất sôi động và sinh lợi,[palm]-y,root,palm,/pˈɑːmi/,real,retranslated,palm,-y,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,palmier,palmiest,,,,,,,,
pancake,noun,a flat cake of thin batter fried on both sides on a griddle,bánh kếp mỏng chiên hai mặt trên chảo,[pan+cake],compound,pan+cake,/ˈpænˌkeɪk/,real,retranslated,pan,cake,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],pancakes,,,,,,,,,,
panellist,noun,a member of a panel,thành viên của một hội đồng hoặc ban thảo luận,[panel]-ist,root,panel,/pˈænɪlˌɪst/,real,retranslated,panel,-ist,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],panellists,,,,,,,,,,
panhandle,noun,the handle of a pan,tay cầm của cái chảo,[pan+handle],compound,pan+handle,/ˈpænˌhændəɫ/,real,retranslated,pan,handle,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],panhandles,,,,,,,,,,
panhandler,noun,a beggar who approaches strangers asking for money,người ăn xin tiếp cận người lạ xin tiền,[pan+handle]-er,compound,pan+handle,/ˈpænˌhændɫɝ/,real,retranslated,pan,handle,-er,,,,Root + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],panhandlers,,,,,,,,,,
panicky,adjective,thrown into a state of intense fear or desperation,bị rơi vào trạng thái sợ hãi hoặc tuyệt vọng dữ dội,[panic]-y,root,panic,/ˈpænɪki/,real,retranslated,panic,-y,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,more panicky,most panicky,,,,,,,,
pantingly,adverb,With palpitation or rapid breathing. Shak.,"một cách hổn hển, thở gấp",[pant]-ly,root,pant,/pˈæntɪŋli/,"generated (espeak-ng G2P, algorithmic)",retranslated,pant,-ing,-ly,,,,Root + Suffix + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
panty,noun,short underpants for women or children (usually used in the plural),quần lót ngắn cho phụ nữ hoặc trẻ em (thường dùng số nhiều),[pant]-y,root,pant,/ˈpænti/,real,retranslated,pant,-y,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],panties,,,,,,,,,,
paperback,adjective,books having a flexible binding,có bìa mềm (chỉ sách),[paper+back],compound,paper+back,/ˈpeɪpɝˌbæk/,real,retranslated,paper,back,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,,more paperback,most paperback,,,,,,,,
paperboy,noun,a boy who sells or delivers newspapers,cậu bé bán hoặc giao báo,[paper+boy],compound,paper+boy,/ˈpeɪpɝˌbɔj/,real,retranslated,paper,boy,,,,,Root + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],paperboys,,,,,,,,,,
paperhanger,noun,one whose occupation is decorating walls with wallpaper,thợ dán giấy tường,[paper+hang]-er,compound,paper+hang,/pˈeɪpɚhˌæŋɚ/,"generated (espeak-ng G2P, algorithmic)",retranslated,paper,hang,-er,,,,Root + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],paperhangers,,,,,,,,,,
paperweight,noun,a weight used to hold down a stack of papers,chặn giấy dùng để giữ chồng giấy,[paper+weigh]-t,compound,paper+weigh,/ˈpeɪpɝˌweɪt/,real,retranslated,paper,weigh,-t,,,,Root + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,,N[C],paperweights,,,,,,,,,,
