tu,pos,nghia_en,nghia_vi,cau_tao,kind,nguon,trong_morphlink,noun_type,noun_so_nhieu,adj_so_sanh_hon,adj_so_sanh_nhat,adj_ghi_chu,verb_hien_tai_don,verb_gerund,verb_qua_khu,verb_pp,so_nhieu_bat_quy_tac,dong_tu_bat_quy_tac,multi_nghia,meaning_vi_source,ipa,ipa_status
hypercritical,adjective,inclined to judge too severely,có xu hướng phê phán quá khắt khe,hyper-[critic]-al,root,Đã có sẵn trong MorphLink (Word),có,,,more hypercritical,most hypercritical,,,,,,,,,,/ˌhaɪpɝˈkɹɪtɪkəɫ/,real
hypercritically,adverb,In a hypercritical manner.,một cách phê phán quá mức,hyper-[critic]-al-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/hˌaɪpɚkɹˈɪɾɪkli/,"generated (espeak-ng G2P, algorithmic)"
hypermarket,noun,a huge supermarket (usually built on the outskirts of a town),siêu thị khổng lồ (thường ở ngoại ô),hyper-[market],root,Đã có sẵn trong MorphLink (Word),có,N[C],hypermarkets,,,,,,,,,,,,/ˈhaɪpɝˌmɑɹkɪt/,real
hypersensitive,adjective,having an allergy or peculiar or excessive susceptibility (especially to a specific factor),quá nhạy cảm hoặc dị ứng với một yếu tố cụ thể,hyper-[sense]-ive,root,Đã có sẵn trong MorphLink (Word),có,,,more hypersensitive,most hypersensitive,,,,,,,,,,/ˌhaɪpɝˈsɛnsɪtɪv/,real
hypersensitivity,noun,extreme sensitivity,sự nhạy cảm cực độ,hyper-[sense]-ive-ity,root,Đã có sẵn trong MorphLink (Word),có,N[C],hypersensitivities,,,,,,,,,,,,/ˌhaɪpɝˈsɛnsɪˌtɪvɪˌti/,real
hypertrophy,noun,abnormal enlargement of a body part or organ,sự phì đại bất thường của một bộ phận hoặc cơ quan,hyper-[trophy],root,Đã có sẵn trong MorphLink (Word),có,N[C],hypertrophies,,,,,,,,,,,,/ˈhaɪpɝˌtɹoʊfi/,real
hypoactive,adjective,abnormally inactive,ít hoạt động bất thường,hypo-[act]-ive,root,Đã có sẵn trong MorphLink (Word),có,,,more hypoactive,most hypoactive,,,,,,,,,,/hˌaɪpoʊˈæktɪv/,"generated (espeak-ng G2P, algorithmic)"
hypocellularity,noun,the state of having abnormally few cells,tình trạng có số tế bào bất thường ít,hypo-[cell]-ule-ar-ity,root,Đã có sẵn trong MorphLink (Word),có,N[C],hypocellularities,,,,,,,,,,,,/hˌaɪpoʊsˌɛljʊlˈæɹᵻɾi/,"generated (espeak-ng G2P, algorithmic)"
hysterical,adjective,"affected by or showing extreme and uncontrollable emotion, especially fear, excitement or panic","bị ảnh hưởng hoặc thể hiện cảm xúc cực đoan, mất kiểm soát, đặc biệt là sợ hãi, kích động hoặc hoảng loạn",hysteric-al,root,Sinh mới (wordfreq ≥ 3.2),chưa,,,more hysterical,most hysterical,,,,,,,,"(khẩu ngữ) cực kỳ buồn cười, gây cười không kiểm soát được",,/hɪˈstɛrɪkəl/,"generated (eng_to_ipa/CMUdict, algorithmic)"
icebound,adjective,locked in by ice,"bị băng bao vây, không thoát được",[ice+bound],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,more icebound,most icebound,,,,,,,,,,/ˈaɪsbaʊnd/,real
icebox,noun,white goods in which food can be stored at low temperatures,tủ lạnh hoặc hộp đá để bảo quản thực phẩm lạnh,[ice+box],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],iceboxes,,,,,,,,,,,,/ˈaɪsˌbɑks/,real
icebreaker,noun,a beginning that relaxes a tense or formal atmosphere,cách mở đầu giúp không khí bớt căng thẳng,[ice+break]-er,compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],icebreakers,,,,,,,,,,,,/ˈaɪsˌbɹeɪkɝ/,real
icecap,noun,"a mass of ice and snow that permanently covers a large area of land (e.g., the polar regions or a mountain peak)",khối băng tuyết phủ vĩnh viễn một vùng đất rộng (như vùng cực),[ice+cap],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],icecaps,,,,,,,,,,,,/ˈaɪskæp/,real
icefree,adjective,not covered or blocked by ice,không bị băng bao phủ hoặc chặn lại,[ice+free],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,,,"Tính từ tuyệt đối/phân loại, không dùng dạng so sánh hơn/nhất",,,,,,,,,/ˈaɪsfɹiː/,"generated (espeak-ng G2P, algorithmic)"
icehouse,noun,a house for storing ice,nhà để trữ đá,[ice+house],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],icehouses,,,,,,,,,,,,/ˈaɪshaʊs/,real
iceman,noun,a professional killer,kẻ sát nhân chuyên nghiệp,[ice+man],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],icemen,,,,,,,,,,,,/ˈaɪsmæn/,real
icepack,noun,"a bag or pack filled with ice or a cooling substance, used to cool an injury or keep food and drinks cold","túi hoặc bọc chứa đá hoặc chất làm lạnh, dùng để chườm lạnh vết thương hoặc giữ lạnh thực phẩm và đồ uống",[ice+pack],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],icepacks,,,,,,,,,,một khối băng trôi lớn kết lại trên mặt biển (thuật ngữ hàng hải),,/ˈaɪspæk/,real
icepick,noun,pick consisting of a steel rod with a sharp point,dùi thép mũi nhọn dùng để đập băng,[ice+pick],compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,N[C],icepicks,,,,,,,,,,,,/ˈaɪspɪk/,real
icily,adverb,in a cold and icy manner,"một cách lạnh lùng, như băng",[ice]-y-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ˈaɪsɪɫi/,real
icy,adjective,covered with or containing or consisting of ice,phủ băng hoặc làm bằng băng,[ice]-y,root,Đã có sẵn trong MorphLink (Word),có,,,icier,iciest,,,,,,,,,,/ˈaɪsi/,real
idealism,noun,elevated ideals or conduct,lý tưởng cao đẹp hoặc cách sống theo lý tưởng,[ideal]-ism,root,Đã có sẵn trong MorphLink (Word),có,N[C],idealisms,,,,,,,,,,,,/aɪˈdiɫɪzəm/,real
idealist,noun,someone guided more by ideals than by practical considerations,người theo lý tưởng hơn thực tế,[ideal]-ist,root,Đã có sẵn trong MorphLink (Word),có,N[C],idealists,,,,,,,,,,,,/aɪˈdiɫɪst/,real
idealistic,adjective,having or showing ideals that are often too perfect to achieve in real life,có hoặc thể hiện những lý tưởng thường quá hoàn hảo để đạt được trong thực tế,[ideal]-ist-ic,root,Đã có sẵn trong MorphLink (Word),có,,,more idealistic,most idealistic,,,,,,,,,,/aɪˌdiəˈɫɪstɪk/,real
idealistically,adverb,in a way that is based on ideals rather than practical considerations,theo cách dựa trên lý tưởng hơn là những cân nhắc thực tế,[ideal]-ist-ic-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/aɪˌdiəˈɫɪstɪkɫi/,real
idealization,noun,a portrayal of something as ideal,sự miêu tả cái gì như lý tưởng,[ideal]-ize-ion,root,Đã có sẵn trong MorphLink (Word),có,N[C],idealizations,,,,,,,,,,,,/aɪdˌiəlᵻzˈeɪʃən/,"generated (espeak-ng G2P, algorithmic)"
idealize,verb,form ideals,hình thành hoặc coi là lý tưởng,[ideal]-ize,root,Đã có sẵn trong MorphLink (Word),có,,,,,,idealizes,idealizing,idealized,idealized,,,,,/aɪˈdiˌɫaɪz/,real
ideally,adverb,in an ideal manner,một cách lý tưởng,[ideal]-y,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/aɪˈdiɫi/,real
idealogical,adjective,"relating to a system of ideas and beliefs, especially political or economic ones (a variant spelling of 'ideological')","liên quan đến một hệ thống tư tưởng, đặc biệt là về chính trị hoặc kinh tế (biến thể chính tả của 'ideological')",[idea+logic]-al,compound,Đã có sẵn trong app (không qua pipeline affix_formation),có,,,more idealogical,most idealogical,,,,,,,,,,/aɪdˈiəlˈɑːdʒɪkəl/,"generated (espeak-ng G2P, algorithmic)"
identifiable,adjective,able to be recognized or identified,có thể nhận ra hoặc xác định được,identify-able,root,Sinh mới (wordfreq ≥ 3.2),chưa,,,more identifiable,most identifiable,,,,,,,,,,/aɪˈdɛntəˌfaɪəbəl/,"generated (eng_to_ipa/CMUdict, algorithmic)"
idiotic,adjective,extremely stupid or foolish,"cực kỳ ngu ngốc, khờ dại",[idiot]-ic,root,Đã có sẵn trong MorphLink (Word),có,,,more idiotic,most idiotic,,,,,,,,,,/ˌɪdiˈɑtɪk/,real
idiotically,adverb,in an idiotic manner,một cách ngốc nghếch,[idiot]-ic-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ˌɪdiˈɑtɪkɫi/,real
ignition,noun,"the mechanism that starts the engine of a vehicle, or the action of setting something on fire","cơ chế khởi động động cơ của xe, hoặc hành động làm cho thứ gì đó bốc cháy",ignite-ion,root,Sinh mới (wordfreq ≥ 3.2),chưa,N[C],ignitions,,,,,,,,,,,,/ˌɪgˈnɪʃən/,"generated (eng_to_ipa/CMUdict, algorithmic)"
ignoble,adjective,completely lacking nobility in character or quality or purpose,hoàn toàn thiếu phẩm chất cao quý,im-[noble],root,Đã có sẵn trong MorphLink (Word),có,,,more ignoble,most ignoble,,,,,,,,,,/ˌɪɡˈnoʊbəɫ/,real
ignobly,adverb,in a currish manner,một cách đê tiện,im-[noble]-y,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ɪɡnˈɑːbli/,"generated (espeak-ng G2P, algorithmic)"
ignorance,noun,a lack of knowledge or information about something,sự thiếu kiến thức hoặc thông tin về điều gì,[ignore]-ance,root,Đã có sẵn trong MorphLink (Word),có,N[C],ignorances,,,,,,,,,,,,/ˈɪɡnɝəns/,real
ignorant,adjective,uneducated in the fundamentals of a given art or branch of learning,thiếu học vấn cơ bản về một lĩnh vực,[ignore]-ant,root,Sinh có kiểm soát — trùng MorphLink,có,,,more ignorant,most ignorant,,,,,,,,,,/ˈɪɡnɝənt/,real
ignorantly,adverb,in ignorance,một cách thiếu hiểu biết,[ignore]-ant-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ˈɪɡnəɹəntli/,real
illegal,adjective,not allowed by the law,không được pháp luật cho phép,im-[legal],root,Đã có sẵn trong MorphLink (Word),có,,,more illegal,most illegal,,,,,,,,,,/ˌɪˈɫiɡəɫ/,real
illegality,noun,unlawfulness by virtue of violating some legal statute,tính bất hợp pháp do vi phạm luật,im-[legal]-ity,root,Đã có sẵn trong MorphLink (Word),có,N[C],illegalities,,,,,,,,,,,,/ˌɪɫiˈɡæɫɪti/,real
illegally,adverb,in an illegal manner,một cách bất hợp pháp,im-[legal]-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ˌɪˈɫiɡəɫi/,real
illimitable,adjective,without limits in extent or size or quantity,"không có giới hạn về phạm vi, kích thước hay số lượng",im-[limit]-able,root,Đã có sẵn trong MorphLink (Word),có,,,,,Tính từ tuyệt đối/không phân cấp — không có dạng so sánh,,,,,,,,,/ɪlˈɪmɪtəbəl/,real
illness,noun,the general state of being physically or mentally ill (not referring to one specific disease),tình trạng ốm đau nói chung về thể chất hoặc tinh thần (không chỉ 1 căn bệnh cụ thể),[ill]-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/ˈɪɫnəs/,real
illogical,adjective,lacking orderly continuity,"thiếu tính liên tục, logic",im-[logic]-al,root,Đã có sẵn trong MorphLink (Word),có,,,more illogical,most illogical,,,,,,,,,,/ˌɪˈɫɑdʒɪkəɫ/,real
illogicality,noun,invalid or incorrect reasoning,lý lẽ không hợp lệ hoặc sai,im-[logic]-al-ity,root,Đã có sẵn trong MorphLink (Word),có,N[C],illogicalities,,,,,,,,,,,,/ɪlˈɑːdʒɪkˈælᵻɾi/,"generated (espeak-ng G2P, algorithmic)"
illogically,adverb,in an illogical or senseless manner,"một cách phi logic, vô nghĩa",im-[logic]-al-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ɪlˈɑːdʒɪkli/,"generated (espeak-ng G2P, algorithmic)"
illogicalness,noun,invalid or incorrect reasoning,"tính phi logic, lý lẽ sai",im-[logic]-al-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/ɪlˈɑːdʒɪkəlnəs/,"generated (espeak-ng G2P, algorithmic)"
illustration,noun,"a drawing or picture in a book, magazine, for decoration or to explain something",hình vẽ hoặc tranh trong sách báo để minh họa,[illustrate]-ion,root,Đã có sẵn trong MorphLink (Word),có,N[C],illustrations,,,,,,,,,,,,/ˌɪɫəˈstɹeɪʃən/,real
illustrative,adjective,clarifying by use of examples,làm rõ bằng ví dụ,[illustrate]-ive,root,Đã có sẵn trong MorphLink (Word),có,,,more illustrative,most illustrative,,,,,,,,,,/ˌɪˈɫəstɹətɪv/,real
illustrator,noun,an artist who makes illustrations (for books or magazines or advertisements etc.),"họa sĩ vẽ minh họa cho sách, báo, quảng cáo",[illustrate]-or,root,Đã có sẵn trong MorphLink (Word),có,N[C],illustrators,,,,,,,,,,,,/ˈɪɫəˌstɹeɪtɝ/,real
imagery,noun,language that produces pictures in the minds of people reading or listening,ngôn ngữ tạo hình ảnh trong tâm trí người đọc hoặc nghe,[image]-ory,root,Đã có sẵn trong MorphLink (Word),có,N[C],imageries,,,,,,,,,,,,/ˈɪmədʒɹi/,real
imaginable,adjective,capable of being imagined,có thể tưởng tượng được,[imagine]-able,root,Đã có sẵn trong MorphLink (Word),có,,,more imaginable,most imaginable,,,,,,,,,,/ˌɪˈmædʒənəbəɫ/,real
imaginary,adjective,existing only in your mind or imagination,chỉ tồn tại trong trí tưởng tượng,[imagine]-ory,root,Đã có sẵn trong MorphLink (Word),có,,,more imaginary,most imaginary,,,,,,,,,,/ˌɪˈmædʒəˌnɛɹi/,real
imagination,noun,the ability to create pictures in your mind; the part of your mind that does this,khả năng tạo hình ảnh trong trí óc,[imagine]-ion,root,Đã có sẵn trong MorphLink (Word),có,N[C],imaginations,,,,,,,,,,,,/ˌɪˌmædʒəˈneɪʃən/,real
imaginative,adjective,(used of persons or artifacts) marked by independence and creativity in thought or action,"sáng tạo, độc lập trong tư duy hoặc hành động",[imagine]-ive,root,Đã có sẵn trong MorphLink (Word),có,,,more imaginative,most imaginative,,,,,,,,,,/ˌɪˈmædʒənətɪv/,real
imaginatively,adverb,with imagination,một cách giàu trí tưởng tượng,[imagine]-ate-ive-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ˌɪˈmædʒənəˌtɪvˌɫi/,real
imbalance,noun,(mathematics) a lack of symmetry,"sự thiếu cân đối, thiếu đối xứng",im-[balance],root,Đã có sẵn trong MorphLink (Word),có,N[C],imbalances,,,,,,,,,,,,/ɪmˈbæɫəns/,real
imbedded,adjective,fixed firmly and deeply into a surrounding mass or substance (a variant spelling of 'embedded'),được gắn chặt và sâu vào trong một khối hoặc chất bao quanh (biến thể chính tả của 'embedded'),in-[bed],root,Đã có sẵn trong MorphLink (Word),có,,,,,"Tính từ tuyệt đối/phân loại, không dùng dạng so sánh hơn/nhất",,,,,,,,,/ɪmˈbɛdɪd/,real
imitation,noun,"a copy of something, made to look like the original",một bản sao được làm giống với bản gốc,imitate-ion,root,Sinh mới (wordfreq ≥ 3.2),chưa,N[C],imitations,,,,,,,,,,,,/ˌɪməˈteɪʃən/,"generated (eng_to_ipa/CMUdict, algorithmic)"
immaterial,adjective,not consisting of matter,không cấu tạo từ vật chất,im-[material],root,Đã có sẵn trong MorphLink (Word),có,,,more immaterial,most immaterial,,,,,,,,,,/ˌɪməˈtɪɹiəɫ/,real
immature,adjective,(of birds) not yet having developed feathers,(chim) chưa mọc lông đầy đủ; chưa trưởng thành,im-[mature],root,Đã có sẵn trong MorphLink (Word),có,,,more immature,most immature,,,,,,,,,,/ˌɪmətˈjʊɹ/,real
immaturely,adverb,in an immature manner,một cách chưa trưởng thành,im-[mature]-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ˌɪmətʃˈʊɹli/,"generated (espeak-ng G2P, algorithmic)"
immaturity,noun,not having reached maturity,trạng thái chưa trưởng thành,im-[mature]-ity,root,Đã có sẵn trong MorphLink (Word),có,N[C],immaturities,,,,,,,,,,,,/ˌɪməˈtʃʊɹɪti/,real
immeasurable,adjective,beyond calculation or measure,không thể đo hoặc tính được,im-[measure]-able,root,Đã có sẵn trong MorphLink (Word),có,,,more immeasurable,most immeasurable,,,,,,,,,,/ˌɪˈmɛʒɝˌæbəɫ/,real
immeasurably,adverb,without bounds,"không có giới hạn, vô cùng",im-[measure]-able-y,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ˌɪˈmɛʒɝˌæbɫi/,real
immediately,adverb,without delay,"ngay lập tức, không chậm trễ",[immediate]-ly,root,Đã có sẵn trong MorphLink (Word),có,,,,,,,,,,,,,,/ˌɪˈmiˌdiətɫi/,real
immediateness,noun,lack of an intervening or mediating agency,"tính trực tiếp, không qua trung gian",[immediate]-ness,root,Đã có sẵn trong MorphLink (Word),có,N[U],,,,,,,,,,,,,/ɪmˈiːdɪətnəs/,"generated (espeak-ng G2P, algorithmic)"
